ID	adj.P.Val	P.Value	t	B	logFC	GI	Gene.symbol	Gene.title
ILMN_1790680	0.0226614	1.96e-03	-3.4430565	-1.468523	-0.22132339	597518019	PDE6D	phosphodiesterase 6D
ILMN_1685176	0.0226614	1.96e-03	3.4429757	-1.468713	0.55841679	210147405	SGMS2	sphingomyelin synthase 2
ILMN_1751726	0.0226614	1.96e-03	-3.4429296	-1.468822	-0.46332247	NA		
ILMN_1719986	0.0226686	1.97e-03	-3.4427102	-1.469337	-0.64055159	209571505	PIK3IP1	phosphoinositide-3-kinase interacting protein 1
ILMN_2376847	0.0227027	1.97e-03	-3.4420222	-1.470954	-0.58879525	385198069	PDE1A	phosphodiesterase 1A
ILMN_1801254	0.0227034	1.97e-03	3.441918	-1.471199	0.35402555	NA		
ILMN_1686250	0.022707	1.97e-03	3.4417617	-1.471567	0.14899902	52218825	OR1J4	olfactory receptor family 1 subfamily J member 4
ILMN_1654690	0.0227375	1.97e-03	3.4411374	-1.473034	0.24102567	51093855	CECR5	cat eye syndrome chromosome region, candidate 5
ILMN_1731113	0.0227726	1.98e-03	3.4403702	-1.474837	0.26675911	209413764	ZBTB43	zinc finger and BTB domain containing 43
ILMN_1788283	0.0227726	1.98e-03	-3.4402716	-1.475068	-0.22501363	540344529	COTL1	coactosin like F-actin binding protein 1
ILMN_1698487	0.0227726	1.98e-03	-3.4402473	-1.475126	-0.3394593	452405284	SDHD	succinate dehydrogenase complex subunit D
ILMN_1675425	0.022833	1.98e-03	-3.4391046	-1.47781	-0.14694042	50897263	OR4D1	olfactory receptor family 4 subfamily D member 1
ILMN_2147306	0.0228494	1.99e-03	-3.4387284	-1.478694	-0.31941869	209969688	PNRC2	proline rich nuclear receptor coactivator 2
ILMN_1712389	0.0228557	1.99e-03	-3.438436	-1.479381	-0.47279379	323363000	CKLF	chemokine like factor
ILMN_2230162	0.0228557	1.99e-03	3.4383571	-1.479567	0.46302047	NA		
ILMN_2313079	0.0228557	1.99e-03	-3.4383388	-1.47961	-0.18528228	119393882	NLRP1	NLR family pyrin domain containing 1
ILMN_1655051	0.0228773	1.99e-03	-3.4378715	-1.480708	-0.24294991	134133219	FAM86B1	family with sequence similarity 86 member B1
ILMN_1744508	0.0229156	1.99e-03	3.4371171	-1.48248	0.30863691	208431811	FAM53C	family with sequence similarity 53 member C
ILMN_1871262	0.02292	1.99e-03	3.4369468	-1.48288	0.13440871	23286608		
ILMN_1743677	0.0229322	2.00e-03	3.4366443	-1.48359	0.24691499	74136882	HNRNPU	heterogeneous nuclear ribonucleoprotein U
ILMN_1719905	0.0229639	2.00e-03	-3.435851	-1.485454	-0.2101866	306140489	TLR10	toll like receptor 10
ILMN_1906960	0.0229639	2.00e-03	3.4357494	-1.485692	0.12489057	24802903		
ILMN_1800091	0.0229639	2.00e-03	-3.4357265	-1.485746	-0.99027941	46255042	RARRES1	retinoic acid receptor responder 1
ILMN_2293374	0.0229639	2.00e-03	3.4356321	-1.485968	0.2621328	386642869	TOP1MT	topoisomerase (DNA) I, mitochondrial
ILMN_1707342	0.0229639	2.00e-03	3.4356309	-1.485971	0.38622626	54607117	LRIG1	leucine rich repeats and immunoglobulin like domains 1
ILMN_1758057	0.0229758	2.00e-03	3.4353339	-1.486668	0.30593097	312922353	TOR1AIP2	torsin 1A interacting protein 2
ILMN_1835033	0.0230559	2.01e-03	3.4338631	-1.490122	0.15542335	11599265		
ILMN_1701515	0.0230567	2.01e-03	3.4337569	-1.490372	0.13049922	NA		
ILMN_1746565	0.0230569	2.01e-03	-3.43366	-1.490599	-0.54827136	363543320	CD6	CD6 molecule
ILMN_1752520	0.0230928	2.02e-03	-3.432782	-1.492661	-0.55307003	157388964	SLFN11	schlafen family member 11
ILMN_1826743	0.0230928	2.02e-03	3.4327655	-1.4927	0.20196738	3665566		
ILMN_1748141	0.0230928	2.02e-03	3.4327646	-1.492702	0.15891937	93589092	AMOTL1	angiomotin like 1
ILMN_1879880	0.023101	2.02e-03	3.4325315	-1.493249	0.11038443	27844499		
ILMN_1859888	0.023102	2.02e-03	3.432422	-1.493506	0.22679081	6577175		
ILMN_1901370	0.0231121	2.02e-03	-3.4320664	-1.494341	-0.1590979	27847092		
ILMN_1698137	0.0231121	2.02e-03	-3.431979	-1.494547	-0.19146638	371940993	DNMT3A	DNA methyltransferase 3 alpha
ILMN_1697227	0.0231121	2.02e-03	3.4319423	-1.494633	0.53993862	NA		
ILMN_1897622	0.0231121	2.02e-03	-3.4318395	-1.494874	-0.11791542	23273368	LINC00658	long intergenic non-protein coding RNA 658
ILMN_1879930	0.0231121	2.02e-03	3.4317844	-1.495003	0.13276521	8623353		
ILMN_1794260	0.0231154	2.02e-03	3.4315871	-1.495467	0.389504	226437633	KDM2B	lysine demethylase 2B
ILMN_2333687	0.0231154	2.02e-03	-3.4315318	-1.495596	-0.17779577	187829071	CD59	CD59 molecule
ILMN_1657619	0.0231154	2.02e-03	-3.4314492	-1.49579	-0.16127577	507144084	DNAJB14	DnaJ heat shock protein family (Hsp40) member B14
ILMN_1830955	0.0231154	2.02e-03	-3.4313571	-1.496007	-0.20528826	38149962		
ILMN_1729992	0.0231218	2.02e-03	-3.4310822	-1.496652	-0.16085309	NA		
ILMN_1680624	0.0231218	2.02e-03	-3.4310616	-1.4967	-0.30832579	53759126	CREG1	cellular repressor of E1A stimulated genes 1
ILMN_1659583	0.0231231	2.03e-03	-3.4309475	-1.496968	-0.16772264	NA		
ILMN_2103761	0.023133	2.03e-03	3.4306343	-1.497703	0.25848786	544224624	TLE4	transducin like enhancer of split 4
ILMN_1665235	0.023133	2.03e-03	-3.4305927	-1.497801	-0.5082185	178557737	CRTAP	cartilage associated protein
ILMN_2385173	0.0231969	2.03e-03	-3.4293676	-1.500677	-0.20243776	60279266	U2AF2	U2 small nuclear RNA auxiliary factor 2
ILMN_1735658	0.0231969	2.03e-03	3.4293149	-1.500801	0.46244618	145046268	RTTN	rotatin
ILMN_1914034	0.0232003	2.03e-03	-3.4291647	-1.501153	-0.1734982	12302566		
ILMN_1708143	0.0232163	2.04e-03	-3.428789	-1.502035	-0.47996749	118200334	FAM127A	family with sequence similarity 127 member A
ILMN_1671386	0.0232163	2.04e-03	3.4287063	-1.502229	0.13613922	NA		
ILMN_1756578	0.0232419	2.04e-03	3.4281777	-1.50347	0.16180206	313482790	CHRNA6	cholinergic receptor nicotinic alpha 6 subunit
ILMN_1800976	0.0232539	2.04e-03	3.4278812	-1.504166	0.2104016	312283724	NFATC3	nuclear factor of activated T-cells 3
ILMN_1664267	0.0232765	2.04e-03	3.4274031	-1.505288	0.12100954	153281225	WBSCR28	Williams-Beuren syndrome chromosome region 28
ILMN_1885379	0.0232928	2.05e-03	-3.427034	-1.506154	-0.14463349	27880131		
ILMN_1849859	0.0232988	2.05e-03	-3.4268392	-1.506611	-0.16690519	23282299		
ILMN_2366445	0.0233223	2.05e-03	-3.4263482	-1.507763	-0.16638616	125628635	KRT80	keratin 80
ILMN_1841361	0.0233239	2.05e-03	3.4262287	-1.508044	0.14713226	83083363		
ILMN_1909274	0.0233259	2.05e-03	3.4261026	-1.50834	0.16875481	12674078		
ILMN_2102422	0.0234209	2.06e-03	-3.4244007	-1.512333	-0.14885685	533868921	ABCB8	ATP binding cassette subfamily B member 8
ILMN_1720267	0.0234259	2.06e-03	3.4242235	-1.512748	0.20739949	38570110	TARSL2	threonyl-tRNA synthetase like 2
ILMN_1768819	0.0234403	2.06e-03	3.423887	-1.513538	0.1367543	NA		
ILMN_1877257	0.0234735	2.06e-03	3.4232352	-1.515067	0.13731037	22450802	NAV2-IT1	NAV2 intronic transcript 1
ILMN_1901003	0.0234792	2.07e-03	-3.4230463	-1.51551	-0.14113991	83150234		
ILMN_1786564	0.0234831	2.07e-03	3.422888	-1.515881	0.13935941	NA		
ILMN_1759954	0.0235152	2.07e-03	-3.4222543	-1.517368	-0.31949782	151101406	PTMA	prothymosin, alpha
ILMN_1681899	0.0235167	2.07e-03	-3.4221366	-1.517644	-0.21378472	526720776	NSUN5P2	NOP2/Sun RNA methyltransferase family member 5 pseudogene 2
ILMN_1862909	0.0235213	2.07e-03	3.4219153	-1.518163	0.55613707	21732708	RORA	RAR related orphan receptor A
ILMN_1684155	0.0235213	2.07e-03	-3.4218755	-1.518256	-0.17597644	NA		
ILMN_1765189	0.0235416	2.07e-03	3.4214413	-1.519274	0.16216248	325651907	PTK2B	protein tyrosine kinase 2 beta
ILMN_1764087	0.0235419	2.07e-03	-3.4213442	-1.519502	-0.42193939	387849245	SYPL1	synaptophysin like 1
ILMN_2100731	0.0235461	2.08e-03	3.4211518	-1.519953	0.16318504	402534572	CDH19	cadherin 19
ILMN_1684964	0.0235461	2.08e-03	3.4209891	-1.520335	0.25653985	300116290	ZNF212	zinc finger protein 212
ILMN_1854109	0.0235461	2.08e-03	-3.4209703	-1.520379	-0.15037118	14000636	LOC101928207	uncharacterized LOC101928207
ILMN_1769960	0.0235461	2.08e-03	3.4209057	-1.520531	0.16778507	1007360641	GPS1	G protein pathway suppressor 1
ILMN_1887298	0.0235508	2.08e-03	3.4207342	-1.520933	0.21067913	18791565		
ILMN_1905787	0.0236323	2.09e-03	-3.4192735	-1.524358	-0.13850061	NA		
ILMN_1711069	0.023635	2.09e-03	-3.4191359	-1.524681	-0.24135888	188528704	YPEL5	yippee like 5
ILMN_1824029	0.0236431	2.09e-03	3.4188388	-1.525377	0.18497247	6697520		
ILMN_1670217	0.0236431	2.09e-03	3.4188165	-1.52543	0.17709559	540344579	MCF2L2	MCF.2 cell line derived transforming sequence-like 2
ILMN_1652763	0.0236739	2.09e-03	-3.4180717	-1.527176	-0.2930658	NA		
ILMN_2097259	0.0236739	2.09e-03	-3.4180613	-1.5272	-0.29509067	62952504	CYP2U1	cytochrome P450 family 2 subfamily U member 1
ILMN_2403247	0.0236739	2.09e-03	-3.4180249	-1.527286	-0.47864769	999809134	CMTM7	CKLF like MARVEL transmembrane domain containing 7
ILMN_1804935	0.0236778	2.09e-03	3.4178671	-1.527656	0.80435951	618857460	VNN3	vanin 3
ILMN_1662731	0.0236935	2.10e-03	-3.4174424	-1.528651	-0.36585877	NA		
ILMN_2383975	0.0236935	2.10e-03	3.4174216	-1.5287	0.19051698	332309159	PRDX5	peroxiredoxin 5
ILMN_1674778	0.023717	2.10e-03	3.4169365	-1.529837	0.27876352	323276653	ATP6V1G2	ATPase H+ transporting V1 subunit G2
ILMN_2068522	0.0237187	2.10e-03	3.4168171	-1.530117	0.14835334	32563555	FAM197Y2P	family with sequence similarity 197, Y-linked, member 2, pseudogene
ILMN_1808501	0.0237203	2.10e-03	-3.4166877	-1.530421	-0.29645631	215490004	SH3KBP1	SH3 domain containing kinase binding protein 1
ILMN_1674817	0.0237203	2.10e-03	3.4166063	-1.530611	0.52552356	121582459	C1orf115	chromosome 1 open reading frame 115
ILMN_1671509	0.023739	2.10e-03	3.4162022	-1.531559	1.2096082	121582465	CCL3	C-C motif chemokine ligand 3
ILMN_1696546	0.0237793	2.11e-03	-3.4154377	-1.533351	-0.25690541	4503824	FZD1	frizzled class receptor 1
ILMN_1758825	0.0237843	2.11e-03	-3.4152627	-1.533761	-0.3891065	194272205	ABLIM2	actin binding LIM protein family member 2
ILMN_1832591	0.0238097	2.11e-03	3.4147482	-1.534967	0.17726277	27847031		
ILMN_1664955	0.0238129	2.11e-03	3.4146024	-1.535308	0.24629971	NA		
ILMN_2163723	0.0238475	2.11e-03	-3.4139365	-1.536869	-0.96424177	67782364	KRT7	keratin 7
ILMN_1876186	0.0238783	2.12e-03	-3.413296	-1.53837	-0.14612798	NA		
ILMN_2393456	0.0238783	2.12e-03	-3.4132403	-1.5385	-0.25336931	40217826	DDO	D-aspartate oxidase
ILMN_2047460	0.0238854	2.12e-03	3.4129788	-1.539113	0.1582531	86990447	DRAXIN	dorsal inhibitory axon guidance protein
ILMN_1884489	0.0238854	2.12e-03	3.4128694	-1.53937	0.13250253	18992453		
ILMN_1691355	0.0238854	2.12e-03	-3.4128484	-1.539419	-0.16603367	239582768	HHATL	hedgehog acyltransferase-like
ILMN_1804618	0.0238976	2.12e-03	3.4125544	-1.540108	0.28987287	NA		
ILMN_1655251	0.0239044	2.12e-03	3.4122953	-1.540715	0.13412977	13994361	KRTAP3-1	keratin associated protein 3-1
ILMN_1695430	0.0239044	2.12e-03	3.4122595	-1.540799	0.35178523	387598069	DDB1	damage specific DNA binding protein 1
ILMN_1675687	0.0239135	2.12e-03	-3.4120169	-1.541367	-0.25094036	NA		
ILMN_1692826	0.0239302	2.13e-03	-3.4116474	-1.542233	-0.26786831	NA		
ILMN_2081988	0.0239435	2.13e-03	-3.411223	-1.543227	-0.25285937	212276218	LANCL1	LanC like 1
ILMN_2203807	0.0239435	2.13e-03	3.4111887	-1.543308	0.25031158	46370097	MRPL57	mitochondrial ribosomal protein L57
ILMN_1783629	0.0239435	2.13e-03	-3.4111544	-1.543388	-0.11587012	NA		
ILMN_2080684	0.0239542	2.13e-03	-3.4108851	-1.544019	-0.29618471	396578113	IQCA1	IQ motif containing with AAA domain 1
ILMN_1827636	0.0239721	2.13e-03	-3.4104981	-1.544926	-0.20032255	1978722		
ILMN_1906697	0.0239818	2.13e-03	3.410245	-1.545518	0.1514452	11944737		
ILMN_1683487	0.0239837	2.13e-03	-3.4101234	-1.545803	-0.19847124	NA		
ILMN_1707925	0.023985	2.13e-03	3.4100109	-1.546067	0.12387549	32451491	ABHD12B	abhydrolase domain containing 12B
ILMN_2400250	0.0240077	2.14e-03	-3.4094505	-1.54738	-0.2584449	573459750	EEF2KMT	eukaryotic elongation factor 2 lysine methyltransferase
ILMN_1891744	0.0240077	2.14e-03	3.4093746	-1.547557	0.15119963	31448351		
ILMN_1804895	0.0240077	2.14e-03	3.4093609	-1.547589	0.44545112	197333854	LSMEM1	leucine rich single-pass membrane protein 1
ILMN_1812759	0.0240216	2.14e-03	3.4090399	-1.548341	0.50354757	66932971	GCH1	GTP cyclohydrolase 1
ILMN_1859657	0.0240288	2.14e-03	-3.4087972	-1.54891	-0.17890571	NA		
ILMN_1724234	0.0240288	2.14e-03	-3.4087394	-1.549045	-0.19373404	117306163	TRPV1	transient receptor potential cation channel subfamily V member 1
ILMN_2193325	0.0240379	2.14e-03	-3.4084827	-1.549647	-0.51666603	5902003	MMP23B	matrix metallopeptidase 23B
ILMN_2201386	0.0240379	2.14e-03	3.4084062	-1.549826	0.12324002	300192906	ADAM18	ADAM metallopeptidase domain 18
ILMN_1682930	0.0240403	2.14e-03	3.4082756	-1.550132	0.31705103	206725522	SIPA1	signal-induced proliferation-associated 1
ILMN_2055634	0.0240454	2.15e-03	3.4081016	-1.550539	0.33369426	42741656	TIAF1	TGFB1-induced anti-apoptotic factor 1
ILMN_1727314	0.0240471	2.15e-03	-3.4079146	-1.550977	-0.2070425	336285427	MUC4	mucin 4, cell surface associated
ILMN_1713952	0.0240471	2.15e-03	-3.4078914	-1.551031	-0.7585131	340745327	C1orf106	chromosome 1 open reading frame 106
ILMN_1694339	0.0240493	2.15e-03	3.4077636	-1.551331	0.13774268	56847629	TMEM89	transmembrane protein 89
ILMN_1657612	0.0240497	2.15e-03	-3.407619	-1.551669	-0.33726413	NA		
ILMN_1695891	0.0240497	2.15e-03	-3.4073695	-1.552254	-1.63597981	NA		
ILMN_1728521	0.0240497	2.15e-03	-3.4073491	-1.552301	-0.26256385	NA		
ILMN_1762189	0.0240497	2.15e-03	3.4073011	-1.552414	0.17896165	NA		
ILMN_2220729	0.0240497	2.15e-03	3.4072458	-1.552543	0.15629778	348041282	CLEC3A	C-type lectin domain family 3 member A
ILMN_1909377	0.0240497	2.15e-03	-3.4072119	-1.552623	-0.17964318	5234633		
ILMN_1776080	0.0240599	2.15e-03	3.4069528	-1.55323	0.31323635	604723315	GTPBP6	GTP binding protein 6 (putative)
ILMN_1768433	0.0240753	2.15e-03	-3.4066081	-1.554037	-0.18304873	153791661	CCDC71	coiled-coil domain containing 71
ILMN_2384122	0.0240848	2.15e-03	-3.4063593	-1.554619	-0.79680864	589269199	ADGRG1	adhesion G protein-coupled receptor G1
ILMN_2350240	0.0240978	2.16e-03	-3.4060546	-1.555333	-0.20056472	526253068	GTF2I	general transcription factor IIi
ILMN_2371685	0.0241158	2.16e-03	-3.4056676	-1.556239	-0.28772084	321117162	UBE2E1	ubiquitin conjugating enzyme E2 E1
ILMN_1699991	0.024132	2.16e-03	-3.4052141	-1.557301	-0.17084649	586946379	LCK	LCK proto-oncogene, Src family tyrosine kinase
ILMN_1810864	0.024132	2.16e-03	-3.4051518	-1.557447	-0.60300274	527317416	PMP22	peripheral myelin protein 22
ILMN_1898518	0.024132	2.16e-03	3.4051303	-1.557497	0.89876625	34368136	GFRA1	GDNF family receptor alpha 1
ILMN_1703891	0.0241583	2.16e-03	-3.4046061	-1.558724	-0.3120829	139394667	TBC1D9	TBC1 domain family member 9
ILMN_1674017	0.0242246	2.17e-03	3.4034288	-1.561481	0.19203851	751247067	C11orf53	chromosome 11 open reading frame 53
ILMN_1733703	0.0242487	2.17e-03	-3.4029434	-1.562617	-0.18145209	83281442	TRMU	tRNA 5-methylaminomethyl-2-thiouridylate methyltransferase
ILMN_2145280	0.0242492	2.17e-03	-3.4028442	-1.562849	-0.31968194	145312240	DEF6	DEF6, guanine nucleotide exchange factor
ILMN_2405400	0.0242569	2.18e-03	3.4026272	-1.563357	0.25552202	51873046	GRK4	G protein-coupled receptor kinase 4
ILMN_1910511	0.0242786	2.18e-03	-3.4021819	-1.564399	-0.19594113	13719084		
ILMN_1676091	0.0242919	2.18e-03	-3.4018392	-1.565201	-0.44814269	NA		
ILMN_2389876	0.0242919	2.18e-03	-3.4017832	-1.565333	-0.37713546	257900473	TGFB1I1	transforming growth factor beta 1 induced transcript 1
ILMN_1670378	0.0242975	2.18e-03	-3.4016018	-1.565757	-0.20938993	NA		
ILMN_2073202	0.02431	2.18e-03	-3.4013066	-1.566448	-0.23960766	90403580	MEI1	meiotic double-stranded break formation protein 1
ILMN_2294751	0.0243217	2.18e-03	-3.401026	-1.567105	-0.24870458	546232095	ASCC3	activating signal cointegrator 1 complex subunit 3
ILMN_2313926	0.0243221	2.18e-03	-3.4009292	-1.567331	-0.25745726	84697025	CDC42SE2	CDC42 small effector 2
ILMN_1821483	0.0243345	2.19e-03	3.400558	-1.5682	0.22878139	27823345		
ILMN_1713086	0.0243345	2.19e-03	-3.4005454	-1.568229	-0.20298941	157688562	RPL27A	ribosomal protein L27a
ILMN_2061405	0.024336	2.19e-03	-3.4004301	-1.568499	-0.22177648	518831684	NUP54	nucleoporin 54
ILMN_2055760	0.0243548	2.19e-03	3.4000333	-1.569428	0.34728539	756761769	LNPK	lunapark, ER junction formation factor
ILMN_1854823	0.0243689	2.19e-03	3.3997136	-1.570176	0.1547798	2341585		
ILMN_2061318	0.0243826	2.19e-03	3.3993998	-1.57091	0.56987747	63079687	TAF13	TATA-box binding protein associated factor 13
ILMN_1810069	0.0243866	2.19e-03	3.3991558	-1.571481	0.19968817	214830564	CCNYL1	cyclin Y like 1
ILMN_2140008	0.0243866	2.19e-03	3.3990822	-1.571654	0.13647727	NA		
ILMN_1712751	0.0243866	2.19e-03	3.399064	-1.571696	0.3917321	105990523	HADHA	hydroxyacyl-CoA dehydrogenase/3-ketoacyl-CoA thiolase/enoyl-CoA hydratase (trifunctional protein), alpha subunit
ILMN_1801044	0.0244009	2.20e-03	3.3986422	-1.572683	0.36954352	92091571	DOCK4	dedicator of cytokinesis 4
ILMN_1685305	0.0244009	2.20e-03	3.3986368	-1.572696	0.15827952	343780964	SNX29P2	sorting nexin 29 pseudogene 2
ILMN_1663569	0.0244009	2.20e-03	3.3985605	-1.572874	0.63050849	46255034	FTCD	formimidoyltransferase cyclodeaminase
ILMN_1671217	0.0244096	2.20e-03	-3.3982888	-1.57351	-0.2759383	NA		
ILMN_1671932	0.0244096	2.20e-03	-3.3982259	-1.573657	-0.22222246	225543165	SAMM50	SAMM50 sorting and assembly machinery component
ILMN_1815210	0.0244096	2.20e-03	3.3981485	-1.573838	0.16829167	NA		
ILMN_1813746	0.0244871	2.21e-03	3.3967987	-1.576996	0.33189952	209529710	CORO2A	coronin 2A
ILMN_2377991	0.0244871	2.21e-03	-3.3967098	-1.577204	-0.22470372	206725431	ZSCAN31	zinc finger and SCAN domain containing 31
ILMN_1782273	0.0245252	2.21e-03	3.3959661	-1.578944	0.33080228	971460843	N4BP2	NEDD4 binding protein 2
ILMN_1823314	0.0245252	2.21e-03	3.395822	-1.579281	0.13975748	2051549		
ILMN_1737627	0.0245252	2.21e-03	3.3957947	-1.579345	0.28874202	194578902	MAPK14	mitogen-activated protein kinase 14
ILMN_2235354	0.0245252	2.21e-03	-3.3956634	-1.579652	-0.19188527	148839375	PWWP2B	PWWP domain containing 2B
ILMN_1773031	0.0245252	2.21e-03	-3.3956416	-1.579703	-0.1596643	262527241	TAPBP	TAP binding protein (tapasin)
ILMN_1763568	0.0245453	2.22e-03	3.3951656	-1.580816	0.31711512	568214867	ZDHHC16	zinc finger DHHC-type containing 16
ILMN_1682102	0.0245453	2.22e-03	-3.3951101	-1.580946	-0.2037101	354721180	C14orf119	chromosome 14 open reading frame 119
ILMN_1752935	0.0245453	2.22e-03	-3.3950238	-1.581148	-0.47638524	121949782	TMEM30B	transmembrane protein 30B
ILMN_1875481	0.0245453	2.22e-03	-3.3949	-1.581437	-0.1289533	18991989		
ILMN_1897758	0.0245453	2.22e-03	-3.3948087	-1.581651	-0.13242336	10700539		
