gene,logFC,p_value,adj_p_value
OPRK1,0.1689891,0.0136,0.0208
RHOXF2B///RHOXF2,0.1701759,0.0136,0.0208
PAGE2B,0.3254991,0.0136,0.0208
PRSS45,0.174395,0.0137,0.0209
BBS10,0.3784025,0.00326,0.0209
TRPV1,0.1602405,0.0137,0.0209
RLF,-0.2114764,0.0137,0.0209
CLEC12A,0.30958401,0.0119,0.0209
COQ8B,0.2259173,0.0137,0.0209
SLCO1C1,-0.2874764,0.0137,0.021
GABRB3,-0.217825,0.00328,0.021
CETN1,0.1918455,0.0137,0.021
MB21D1,-0.18304702,0.0119,0.021
MIR10B,-0.2324773,0.0138,0.0211
APOA5,0.2253982,0.0138,0.0211
CRTAM,-0.13699313,0.012,0.0211
FAM110B,0.2211145,0.0139,0.0212
BLOC1S4,-0.2411625,0.00332,0.0212
RPEL1,-0.12423882,0.012,0.0212
AKR1A1,0.2395373,0.0139,0.0212
FAM101A,-1.0426375,0.00332,0.0212
MYLK4,0.2197082,0.0139,0.0212
PPFIBP2,-0.2326473,0.0139,0.0212
TEF,0.3237564,0.0139,0.0212
PRKY,-0.24264781,0.0121,0.0212
GBP4,0.5176832,0.0139,0.0212
PIWIL4,-0.2199695,0.0139,0.0212
ADRA2B,0.1655973,0.0139,0.0213
C3ORF20,0.1907673,0.014,0.0213
PPTC7,-0.1940155,0.014,0.0213
FGF23,0.1903627,0.014,0.0213
AANAT,0.1826423,0.0139,0.0213
NAT2,0.1881859,0.014,0.0213
PRO2964,-0.2137491,0.0139,0.0213
PRRG1,0.2156725,0.00336,0.0214
ALG14,-0.342165,0.00336,0.0214
SLC7A1,-0.5326975,0.00337,0.0214
DCTN1,-0.1614182,0.0141,0.0214
BTNL2,0.1876991,0.014,0.0214
TUBA3C,0.1856223,0.0141,0.0214
C11ORF65,-0.3340009,0.0141,0.0214
NPHS1,0.17276,0.0141,0.0214
GTPBP8,-0.1628418,0.0141,0.0215
KIF4B///KIF4A,-0.2299855,0.0141,0.0215
SYT13,0.19116,0.0141,0.0215
OBP2A,0.2076805,0.0141,0.0215
LOC100132014,0.2383777,0.0141,0.0215
PRG3,0.127345,0.0034,0.0216
KYAT3,0.2053768,0.0141,0.0216
PRG4,0.8255777,0.0142,0.0216
OR4M1///OR4M2,0.16003501,0.0123,0.0216
HAVCR2,0.18861458,0.0123,0.0216
ZNF114,0.2343575,0.00343,0.0217
STAC3,0.1823695,0.0142,0.0217
YY2///MBTPS2,0.1549232,0.0143,0.0217
PTGER2,0.18466004,0.0123,0.0217
LCE5A,0.12512536,0.0124,0.0217
BTN1A1,0.2038082,0.0142,0.0217
PAGE5,0.2158055,0.0142,0.0217
TAS2R16,0.2380523,0.0143,0.0218
TMCO2,0.2237564,0.0143,0.0218
CDC26,0.13181126,0.0124,0.0218
INPP4A,-0.190245,0.00344,0.0218
BDH1,0.12288031,0.0124,0.0218
MFSD4A,-0.15819014,0.0125,0.0219
AFM,0.1786636,0.0144,0.0219
CXCL5,-0.4097409,0.0144,0.0219
FOXP2,0.3599775,0.00349,0.022
WT1-AS,-0.55285,0.00349,0.022
LEMD1,-0.65842,0.00348,0.022
MIAT,-0.9674525,0.00348,0.022
ST3GAL6-AS1,-0.251245,0.00347,0.022
CEACAM8,0.16841504,0.0126,0.022
SPINK6,-0.339655,0.00348,0.022
MIR203A,-0.1817564,0.0144,0.022
SERPINB2,-0.8522986,0.0145,0.022
EPB41L4B,-0.17308119,0.0125,0.022
LAS1L,-0.2061823,0.0146,0.0222
NOG,0.2928968,0.0146,0.0222
MAGEA9B///MAGEA9,0.2457505,0.0146,0.0222
TANK,0.11849559,0.0127,0.0223
MMD2,0.2043805,0.0147,0.0223
CDHR5,0.231175,0.0147,0.0223
OR10G7,0.1198477,0.0127,0.0223
ZBTB12,0.1885473,0.0148,0.0224
ETV4,-0.241855,0.00355,0.0224
RTP5,0.2002032,0.0149,0.0225
SCAMP1-AS1,0.3329175,0.00358,0.0225
ASXL3,0.1950073,0.0148,0.0225
RXFP3,0.1876727,0.0149,0.0226
OR2M7///OR2M2///OR2M1P///OR2M3///OR2M5,0.20259137,0.0129,0.0226
MYCBP,-0.516,0.00361,0.0226
WFIKKN2,-0.2252575,0.00361,0.0226
MIR323A,-0.3808845,0.015,0.0227
EPWW6493,-0.2046205,0.015,0.0227
RBP3,0.1666291,0.0149,0.0227
SEPT12,0.1765145,0.0151,0.0228
CCDC9,0.1338705,0.015,0.0228
CHRNB3,0.2035436,0.0151,0.0228
SHROOM3,0.2823195,0.015,0.0228
GALNT9,0.1681791,0.015,0.0228
LOC101929829///CYP2D6,0.2020227,0.0151,0.0229
ADCY7,0.2075909,0.0151,0.0229
NTRK2,-0.26356157,0.0131,0.0229
CRCP,0.2168675,0.00366,0.0229
DDX31,-0.2227186,0.0151,0.0229
PXYLP1,0.2950475,0.00367,0.0229
WWP1,-0.27663,0.0151,0.0229
CYP26A1,-0.26855,0.00369,0.023
MTHFSD,-0.1299491,0.0152,0.023
OR4F29///OR4F21///OR4F16///OR4F3,-0.5719559,0.0152,0.023
C9ORF129,-0.2203475,0.00369,0.023
C20ORF173,0.1506759,0.0152,0.023
CRHR1-IT1,0.2941755,0.0153,0.0231
PAH,0.1508123,0.0152,0.0231
HTR4,0.223225,0.0152,0.0231
RGMB-AS1,-0.2421725,0.00372,0.0231
KRTAP3-2,0.1295073,0.0153,0.0232
ZIC3,0.2137009,0.0153,0.0232
LGALS9C,-0.3291075,0.00372,0.0232
STATH,0.20411,0.0154,0.0233
SLC18A3,0.1176675,0.00375,0.0233
HIST1H2AH,0.30331,0.00376,0.0233
LYRM9,-0.3715423,0.0154,0.0233
NT5C1B-RDH14///RDH14,0.1860786,0.0154,0.0233
GCC2-AS1,0.189505,0.0155,0.0234
ALAS2,0.2709423,0.0155,0.0234
OR2Z1,0.15842511,0.0134,0.0234
GDPD2,0.2180945,0.0155,0.0234
TDGF1,-0.524895,0.00377,0.0234
WASF1,-1.1352356,0.00028,0.023413
SPATA12,0.1889395,0.0155,0.0235
MRPL39,-0.1863255,0.0156,0.0235
ZBTB25,0.1914268,0.0156,0.0235
GABRA6,0.195625,0.0156,0.0236
KCNK10,0.2200741,0.0156,0.0236
GPR183,-0.9836625,0.00382,0.0236
FAM104B,-0.3572925,0.00382,0.0236
LOC100506100,-1.2390896,0.000289,0.023694
LOC401052,0.2170418,0.0157,0.0237
SGPP2,0.3780827,0.0157,0.0237
OR5M8,0.1805377,0.0157,0.0237
NANOS2,0.1844073,0.0157,0.0237
IMMP1L,-0.2231395,0.0157,0.0237
RRP7A,0.14577861,0.0136,0.0237
RNFT2,0.1584636,0.0157,0.0238
FAM172BP,0.2480977,0.0157,0.0238
NDST3,0.15697,0.0158,0.0238
SAGE1,0.22926,0.0158,0.0238
KLK12,-3.6667586,0.000293,0.023897
MYEOV,-0.2340425,0.00388,0.0239
DLG5-AS1,0.2101777,0.0159,0.0239
NFU1,0.1837705,0.0159,0.0239
RPL27///RPL27,0.12462745,0.0137,0.0239
RPL9P11///RPL9,-0.2903364,0.0159,0.0239
MIR136,-0.5281991,0.0158,0.0239
TCP10L,-0.286695,0.00391,0.024
CHMP4C,0.2522777,0.0159,0.024
CCDC36,0.3647086,0.0159,0.024
PTP4A1,-0.434145,0.0039,0.024
SPANXC///SPANXD,0.12072806,0.0138,0.0241
ACAA1,0.2850075,0.00393,0.0241
DMBT1,-0.8447575,0.00392,0.0241
BRE,-0.1512095,0.016,0.0241
LRIT2,0.1875395,0.016,0.0241
TAS2R42,0.1899564,0.0161,0.0242
ADCY6,0.1751564,0.0161,0.0242
FSD2,0.1527155,0.016,0.0242
UCMA,0.2177741,0.016,0.0242
C6ORF120,-0.2357377,0.0161,0.0242
KRT77,0.2016159,0.0161,0.0243
RPE65,-0.19786,0.0161,0.0243
MIR93,0.1765773,0.0161,0.0243
KLHDC10,0.1724118,0.0161,0.0243
HCRP1,0.1903541,0.0162,0.0243
FLJ40536,0.2193432,0.0162,0.0244
POFUT1,-0.165735,0.0162,0.0244
MDS2,0.1504527,0.0162,0.0244
CA11,-0.2606525,0.00401,0.0245
SPATA42,0.1684073,0.0163,0.0245
LOC101928673,0.4857075,0.00403,0.0246
HNRNPC,-0.1897975,0.00402,0.0246
EIF2D,0.23592,0.00404,0.0246
SATL1,0.2246364,0.0163,0.0246
MRPS30,-0.1265473,0.0163,0.0246
IL2,0.2029041,0.0163,0.0246
GALNT8,0.2125232,0.0164,0.0246
PFAS,0.1334518,0.0163,0.0246
DRICH1,-0.2678323,0.0164,0.0247
ATXN7L2,0.1799736,0.0164,0.0247
LOC105378732,-0.1881375,0.00405,0.0247
FAM71C,0.1889655,0.0165,0.0248
RPL14,0.18774,0.00407,0.0248
UHRF1,-0.6608025,0.00408,0.0248
GSS,0.2071636,0.0165,0.0248
KRTAP5-1,0.13674927,0.0143,0.0248
RRP7BP,0.3035914,0.0165,0.0249
SLC22A11,0.2095782,0.0165,0.0249
COL4A6,-0.1603423,0.0165,0.0249
FLVCR1,-0.2772875,0.00409,0.0249
STARD7-AS1,-0.2613709,0.0165,0.0249
NOMO1,0.3672675,0.00412,0.025
IGF2,-0.23047,0.00411,0.025
NIPAL1,-0.2459364,0.0167,0.0251
MRPL22,-0.1952332,0.0167,0.0251
RERGL,-0.14969262,0.0145,0.0251
TMPRSS3,-0.17210286,0.0145,0.0251
MIR96,0.2222845,0.0167,0.0251
SFTA1P,0.61606,0.00415,0.0251
GDE1,0.378075,0.00415,0.0251
FRMD8P1,0.15127,0.00416,0.0252
ABCB5,-0.2100736,0.0168,0.0252
TEX29,0.1597595,0.0168,0.0252
EDIL3,-0.22474114,0.0146,0.0253
ZFYVE19,0.1760327,0.0168,0.0253
RCCD1,-0.1683118,0.0168,0.0253
DNAJC28,-0.2642764,0.0169,0.0254
THOP1,0.1260868,0.0169,0.0254
XRCC2,-0.2749373,0.0169,0.0254
FHL3,0.2489618,0.0169,0.0254
AGT,-0.45539,0.00423,0.0255
GAGE12D///GAGE8///GAGE12F///GAGE2A///GAGE12H///GAGE12E///GAGE12B///GAGE12C///GAGE2D///GAGE12J///GAGE12G///GAGE13///GAGE2B///GAGE2E///GAGE12I///GAGE7///GAGE5///GAGE4///GAGE3///GAGE2C///GAGE1,0.20450923,0.0147,0.0255
ZCCHC3,0.1460482,0.017,0.0255
PERM1,0.1885323,0.017,0.0255
HIST4H4,0.2643832,0.017,0.0255
RHEBL1,0.1971791,0.017,0.0255
ISOC1,0.2354225,0.00423,0.0255
GOLGA2P7,0.220215,0.00423,0.0255
COL22A1,-0.2664175,0.00426,0.0256
CORT,-0.2817875,0.00426,0.0256
KMT2C,-0.2526218,0.017,0.0256
KLHL9,-0.1952486,0.017,0.0256
FUBP3,-0.1325064,0.0171,0.0256
CHMP1A,0.1970473,0.0171,0.0256
CACTIN-AS1,0.1685695,0.0171,0.0257
TARS2,-0.1600495,0.0172,0.0257
GPR75,0.2662068,0.0172,0.0257
PLIN4,-0.13581877,0.0149,0.0257
MIR219A2,0.2425055,0.0172,0.0257
LIN9,-0.2678855,0.0171,0.0257
CSHL1,0.2019814,0.0171,0.0257
SEC14L5,0.1698855,0.0171,0.0257
NEDD8,0.149305,0.00427,0.0257
NRIP3,-0.2130375,0.0043,0.0258
FAM133A,-0.25958,0.0043,0.0258
SLX1A,0.258965,0.0043,0.0258
KRBA1,0.1489741,0.0172,0.0258
LOC728175,-2.0415952,0.000337,0.025835
KLF8,0.2805225,0.00433,0.0259
LINC01106,-0.6899225,0.00435,0.026
OR4F6,0.1990555,0.0174,0.026
CITED1,0.19794,0.0174,0.026
SMYD3,-0.1902168,0.0174,0.0261
LINC00527,0.2160368,0.0175,0.0261
NDUFA11,0.2011836,0.0174,0.0261
BEST2,0.1820564,0.0174,0.0261
BLOC1S1-RDH5///RDH5,0.1945777,0.0174,0.0261
AURKB,0.1833945,0.0175,0.0262
LOC100130741,-0.21891,0.00438,0.0262
SPON1,0.3014009,0.0175,0.0262
CLSTN2,0.2375575,0.0044,0.0263
EIF4E,-0.273,0.00442,0.0263
OR51G1,0.2109605,0.0175,0.0263
PIAS4,0.1394186,0.0176,0.0263
SOX10,0.1667664,0.0175,0.0263
PSRC1,0.396195,0.00442,0.0263
FBXO21,0.216375,0.00443,0.0264
SCN10A,0.16591,0.0177,0.0264
ADGRD2,0.1877827,0.0176,0.0264
CRLS1,-0.2030327,0.0176,0.0264
LOC400943,0.2099018,0.0176,0.0264
ANO6,0.2731641,0.0176,0.0264
TBC1D3P5,0.202825,0.0177,0.0265
BORCS7-ASMT///AS3MT,-0.15778676,0.0154,0.0265
ZC3HAV1L,-0.334145,0.00448,0.0266
ITGA1,0.616585,0.00448,0.0266
MUCL1,-2.5100426,0.000363,0.02666
KRT27,1.5746611,0.000361,0.02666
HOXA5,0.7631525,0.00449,0.0267
LRCH3,0.1479691,0.0178,0.0267
OR10A6,0.1896014,0.0178,0.0267
NBPF1,-0.256875,0.0045,0.0267
RASGEF1C,0.1788282,0.0179,0.0268
SERPINA6,-0.4233725,0.00453,0.0268
KRT2,0.1856955,0.018,0.0269
VIT,-0.5950014,0.018,0.0269
NDUFA1,0.13557522,0.0156,0.0269
KCNJ12,0.181255,0.00454,0.0269
LINC01000,0.5069075,0.00455,0.0269
CLPS,0.2141191,0.018,0.0269
MAP4K3,0.168245,0.00455,0.0269
SLC2A9,0.11128802,0.0157,0.027
MRPS18C,-0.2425741,0.0181,0.027
TECTA,0.2206264,0.0181,0.027
KCNAB1,-0.4537777,0.0181,0.027
ADAMTS12,-0.17837219,0.0158,0.0271
KLHL42,0.1782491,0.0182,0.0272
MICAL2,-0.18202651,0.0158,0.0272
C3ORF22,0.2091532,0.0182,0.0272
FST,-0.4932095,0.0182,0.0272
C21ORF33,0.1887482,0.0183,0.0273
WDR45,0.1761477,0.0183,0.0273
NR2F1-AS1,-0.252035,0.00464,0.0273
ITFG2,0.3067325,0.00463,0.0273
NDFIP2,-0.33814,0.00463,0.0273
IFNA2,0.1966291,0.0183,0.0273
ZFYVE21///ZFYVE21,-0.1638286,0.0183,0.0273
EIF3L,-0.2023773,0.0183,0.0273
FGF21,0.1826091,0.0184,0.0274
OCM///OCM2,0.2202373,0.0184,0.0274
TFDP3,0.1778818,0.0184,0.0274
LOC389641,-0.24679,0.00466,0.0274
HNRNPA0,-0.3072375,0.00466,0.0274
CALB2,-0.858445,0.00468,0.0275
CCDC51,0.1986068,0.0185,0.0275
MAPRE2,0.2009832,0.0185,0.0276
AK5,-0.436655,0.0047,0.0276
PTPN3,-0.17322647,0.0161,0.0276
PDE8B,-0.2170786,0.0162,0.0277
RARG,-0.1951975,0.00471,0.0277
NCOR1P1///NCOR1,-0.1509986,0.0186,0.0277
OR52A1,0.2017918,0.0186,0.0277
LIPH,0.566555,0.00474,0.0278
DCAF12L2,0.2153218,0.0187,0.0278
STAT2,-0.2236295,0.0187,0.0279
CNGA1,-0.2126564,0.0187,0.0279
SNX15,0.20036,0.00478,0.0279
C17ORF89,-0.320065,0.00476,0.0279
FAM210A,-0.3784925,0.00476,0.0279
ZBTB40,-0.152995,0.00477,0.0279
PMCH,-0.3771475,0.00478,0.0279
SERPINB12,0.1799564,0.0188,0.028
ZDHHC5,0.1370923,0.0188,0.028
RAD54L2,0.26162,0.00481,0.0281
SERPINB7,-0.11556253,0.0165,0.0283
PLGRKT,0.26528,0.019,0.0283
XDH,-0.2468177,0.019,0.0283
FXN,0.1806277,0.0191,0.0283
MS4A12,0.2121045,0.019,0.0283
SMKR1,-0.568555,0.00487,0.0284
TRIM16,0.2679736,0.0191,0.0284
CENPN,0.2621045,0.0191,0.0284
SMOX,-0.3535525,0.00488,0.0284
HMGA2,-1.6218279,0.000401,0.028414
SYCE3,-0.7242025,0.00491,0.0285
CBX8,-0.22194,0.00489,0.0285
SERGEF,-0.1334309,0.0191,0.0285
MOS,0.1879486,0.0191,0.0285
TRAPPC3L,0.1688277,0.0192,0.0285
FAM163A,0.1743991,0.0192,0.0285
SRA1,0.1814241,0.0192,0.0286
RBM7,0.2117623,0.0192,0.0286
C17ORF102,0.1943641,0.0193,0.0286
MIR497HG,-0.3437125,0.00493,0.0286
LINC00528,0.11823632,0.0168,0.0287
LOC100289058,0.4145575,0.00495,0.0287
GDAP1L1,0.2038427,0.0193,0.0287
PMCHL1,-0.1747375,0.00497,0.0288
NUDCD3,0.2453275,0.00498,0.0288
OR2T1,0.1484064,0.0194,0.0288
SNORD116-21,-0.25894709,0.0168,0.0288
MARCH1,0.15220168,0.0169,0.0289
SNRPD2,0.2282432,0.0195,0.0289
KRT13,-0.22209683,0.017,0.0289
SZRD1,0.1620895,0.0195,0.0289
POPDC2,0.2250805,0.0195,0.0289
RN7SL832P,0.1807964,0.0194,0.0289
HOXC8,0.1749486,0.0194,0.0289
LOC81787,-0.22837,0.00503,0.029
OR13F1,0.2018155,0.0195,0.029
HAPLN2,0.174855,0.0196,0.0291
GAS2,-0.3780825,0.00504,0.0291
CXCL8,-1.122705,0.00504,0.0291
SLC47A2,0.1251491,0.0196,0.0291
TMPRSS11E,-0.1784805,0.0196,0.0291
EPS8L1,-0.480235,0.00506,0.0292
C20ORF202,0.2145375,0.00506,0.0292
KAT7,0.16229,0.00507,0.0292
ANXA2R,-0.18188701,0.0171,0.0292
LOC541472,0.4544459,0.0197,0.0293
FRMD4A,0.1179186,0.0172,0.0293
SNORA62,-0.2626145,0.0198,0.0294
FNDC11,0.1810314,0.0199,0.0294
STOML1,0.1442727,0.0198,0.0294
UQCC3,0.2312118,0.0199,0.0294
RCC1,-1.3040432,0.000431,0.029433
OR56A1,0.1926964,0.0199,0.0295
BPIFC,0.2036023,0.0199,0.0295
KCNG1,0.1729509,0.0199,0.0295
LOC100505549,0.12087241,0.0173,0.0295
NPEPL1,0.31155,0.00513,0.0295
CPT1A,0.287985,0.00512,0.0295
SERPINA7,-0.1958325,0.00515,0.0295
LRRC66,-0.1831218,0.0199,0.0295
GPR162,-1.3981651,0.000436,0.029507
IFI30,0.3239682,0.02,0.0296
OR8I2,0.20735,0.02,0.0296
GP2,0.2281309,0.02,0.0296
IL10RB-AS1,-1.3410205,0.000439,0.029625
RAB19,0.1861014,0.0201,0.0297
SLC40A1,0.5417775,0.00521,0.0298
SYPL1,-0.1438164,0.0201,0.0298
A1CF,0.1459577,0.0201,0.0298
CMTM4,-0.2335341,0.0201,0.0298
DHRS4L1///DHRS4L2///DHRS4,0.1766941,0.0202,0.0299
KRTAP22-1,0.1752136,0.0203,0.03
ZNF677,-0.3002959,0.0203,0.03
C10ORF111,0.1385127,0.0203,0.03
PUM1,0.203815,0.00526,0.03
ZNF608,-0.15116485,0.0177,0.0301
CMAHP,-0.19396648,0.0177,0.0301
NABP1,-0.668665,0.00529,0.0301
MYO5B,0.48922,0.00528,0.0301
HERC2P4///HERC2P2///HERC2P3///HERC2,-0.3153868,0.0203,0.0301
MYCNOS,0.2730368,0.0204,0.0302
LINC-PINT,0.54707,0.0053,0.0302
CHTOP,0.2078,0.00531,0.0302
PAPLN,-0.4499325,0.0053,0.0302
EXD1,0.174855,0.0204,0.0302
MIR30E,-0.13972846,0.0178,0.0302
DUPD1,0.2187941,0.0204,0.0302
INTS6,-0.2295941,0.0204,0.0302
KRTAP1-3,-0.305665,0.00534,0.0303
WDFY4,-0.2927491,0.0205,0.0303
HAVCR1,0.2061477,0.0205,0.0303
NPAS2,-1.3602335,0.000463,0.030352
COA3,1.1829324,0.000463,0.030352
PIP5K1P1,0.2247459,0.0206,0.0304
CHCHD2,0.3813595,0.0206,0.0304
CAPN1,0.2335082,0.0206,0.0304
ADAM7,0.1373625,0.00536,0.0304
LOC284454,-0.9640025,0.00536,0.0304
TROAP,-1.7456745,0.00047,0.030411
ZNF529-AS1,-1.4581441,0.000471,0.030421
RPL26L1,-0.1967125,0.00539,0.0305
ACBD4,0.2086782,0.0206,0.0305
LOC400043,-0.3487875,0.00541,0.0306
CRYGD,0.13897585,0.0181,0.0306
C18ORF12,0.175205,0.0208,0.0307
STAM,0.1804973,0.0208,0.0307
PHOX2B,0.2108395,0.0208,0.0307
ZNF750,0.3681532,0.0208,0.0307
MIR194-2,-0.1574618,0.0208,0.0308
LOC344967,-0.256175,0.00545,0.0308
NXF5,0.11650477,0.0182,0.0308
CLDN22,-1.7241351,0.000481,0.030862
KIAA1656,0.1769159,0.0209,0.0309
KLK2,0.1741177,0.0209,0.0309
CCNF,0.1274568,0.0209,0.0309
CYB5B,0.2903525,0.00547,0.0309
ELF5,-0.4953423,0.0209,0.0309
FABP7,-0.2136636,0.021,0.031
SLC22A25,0.1743595,0.021,0.031
GPR50,0.2018814,0.021,0.031
SNORA38,0.13304307,0.0183,0.031
ZNF620,0.12023,0.00551,0.0311
RNF165,0.1907805,0.0211,0.0311
PTCH1,-0.2029541,0.0184,0.0311
LOC284561,0.168105,0.00553,0.0311
IQCH-AS1,0.17227,0.00552,0.0311
LOC149373,0.3748045,0.0211,0.0311
FAM149A,0.2086425,0.00554,0.0312
TLE1,0.2794775,0.00554,0.0312
PMF1,0.1996225,0.00555,0.0312
SSX8,0.11638706,0.0185,0.0312
MRPL15,0.11115129,0.0185,0.0313
RPRM,-0.33138,0.00558,0.0313
SNORA80A,0.1517309,0.0212,0.0313
EPHA6,0.1823414,0.0213,0.0314
C5ORF17,-0.2202455,0.0213,0.0314
OR10H4,0.20244,0.0213,0.0314
TMEM59L,-1.5453817,0.000497,0.031405
C7ORF55-LUC7L2///FMC1,0.1844445,0.0213,0.0315
DNAJC25,-0.1840525,0.00563,0.0315
TNFRSF10C,-0.36307,0.00564,0.0316
SMIM22,-0.71983,0.00564,0.0316
MIR141,-0.2916368,0.0215,0.0316
MASP2,0.1459627,0.0215,0.0317
INGX,0.1817709,0.0215,0.0317
NDUFC1,-0.3912441,0.0215,0.0317
TEX28,0.14467,0.0216,0.0318
TTL,-0.1916459,0.0217,0.0319
ANKRD20A19P,0.198415,0.0217,0.0319
TANGO6,-0.1644223,0.0217,0.032
CUX2,0.1927114,0.0217,0.032
MIR32,0.16767747,0.019,0.032
ZKSCAN7,0.1937759,0.0218,0.032
PTH2,0.1889386,0.0217,0.032
GCN1,-0.2025614,0.0218,0.0321
ITLN1,0.59601549,0.0191,0.0321
DUSP18,-0.17142429,0.0191,0.0321
KIR2DS1,0.1449875,0.00575,0.0321
CDH17,-0.238945,0.0219,0.0322
TDRP,-0.1869545,0.0219,0.0322
ZSCAN5A,-0.2426695,0.0219,0.0322
MB,-0.7321075,0.0058,0.0323
SCN11A,-0.14982,0.022,0.0323
LINC01105,0.11249,0.0058,0.0323
PRR30,0.12306051,0.0193,0.0324
DEFB116,0.2290027,0.022,0.0324
CLIP2,0.1450164,0.0221,0.0325
FAM221B,0.1700055,0.0221,0.0325
STAG3L3,-0.2320925,0.00587,0.0326
CMBL,0.2063945,0.0221,0.0326
LRRC8B,-0.2585523,0.0222,0.0326
SCG3,-0.2909675,0.0059,0.0327
SCARNA23,-0.2109614,0.0222,0.0327
OR2G2,-0.2150364,0.0222,0.0327
PCAT6///MGAT4EP,-1.5346605,0.00055,0.032719
SCLY,-1.0032247,0.000556,0.032731
OR4N5,0.1544941,0.0223,0.0328
CDHR1,0.1742795,0.0223,0.0328
OR6K2,0.2073864,0.0223,0.0328
FLII,0.2340675,0.00592,0.0328
FAM206A,-0.14361108,0.0196,0.0328
LINC00880,-0.1382175,0.00595,0.0329
ART1,0.203585,0.0224,0.0329
SDF4,0.2029414,0.0225,0.033
C19ORF70,0.2248227,0.0225,0.033
WNT16,0.167695,0.0225,0.033
C4ORF32,0.166125,0.0225,0.033
NPFFR2,-0.19384,0.00599,0.0331
GRAPL,0.1738775,0.00602,0.0332
ACTR5,-0.1898623,0.0226,0.0332
ASAP2,1.6115943,0.000587,0.033298
COX14,0.2174564,0.0227,0.0333
KRTDAP,0.1857609,0.0227,0.0333
SAPCD2,-0.3570725,0.00604,0.0333
DSG1,0.1725023,0.0227,0.0333
KLRC4-KLRK1,0.22160833,0.0199,0.0333
SCAND2P,-0.11960803,0.0199,0.0334
IGSF1,-0.22116,0.00607,0.0334
RCAN1,-0.6815275,0.00607,0.0334
OVGP1,-0.1512832,0.0228,0.0334
SLITRK4,0.10417557,0.0199,0.0334
LTB4R2,-0.3207125,0.00607,0.0334
FAM83G,0.1961364,0.0228,0.0335
SFRP5,-0.1528251,0.02,0.0335
HIST2H2AB,-1.3441341,0.000594,0.033538
METTL6,0.1686277,0.0229,0.0336
WDR45B,0.1708636,0.0229,0.0336
MIR99B,0.1981373,0.0229,0.0336
INHBA,-0.8972375,0.00612,0.0336
BREA2,0.1385477,0.0229,0.0336
FBXO31,0.2056777,0.0229,0.0336
CARMIL2,0.2034732,0.023,0.0337
PNPLA5,0.1851114,0.0231,0.0338
SEPT5,-0.17537,0.00617,0.0338
UBE2J1,-0.45847,0.00618,0.0339
PVT1,-0.261845,0.00618,0.0339
CYYR1,0.158036,0.0202,0.0339
PIWIL1,0.1442177,0.0231,0.0339
WNT9B,0.1617875,0.00622,0.034
LOC102724238///LOC100126582///FGF7P3///LOC403323///FGF7P6,0.2306918,0.0232,0.034
SNX5,-1.2951855,0.000613,0.034023
PHF24,-0.17802,0.00624,0.0341
P2RX7,0.17855829,0.0205,0.0342
ULK4P1,0.289605,0.00626,0.0342
ZNF511,0.1809425,0.00625,0.0342
LOC285097,-0.4032518,0.0234,0.0343
PCK1,0.15288055,0.0205,0.0343
TULP4,-0.11867296,0.0206,0.0344
ANKRD23,-0.3541675,0.00631,0.0344
NRXN1,0.1520775,0.0063,0.0344
LCAT,0.333245,0.0063,0.0344
TBX18,-0.21018,0.0063,0.0344
LINC01206,-1.2659163,0.000622,0.034409
BCDIN3D,-0.1565827,0.0236,0.0345
LINC00173,0.1735582,0.0236,0.0345
TEX11,-0.1463825,0.00635,0.0346
FAM99A,0.13594334,0.0207,0.0346
OR9I1,0.2012305,0.0236,0.0346
PSMB4,0.2440891,0.0237,0.0347
OTX1,0.1905568,0.0237,0.0347
MIR133A1HG///MIR1-2,-0.1727573,0.0237,0.0347
POLE4,0.2167836,0.0237,0.0347
SLC28A2,0.1718841,0.0237,0.0347
IFIT1B,0.2858845,0.0237,0.0347
CISD3,0.2200325,0.00641,0.0348
WBSCR28,0.1917118,0.0238,0.0348
PYDC2,0.1674336,0.0238,0.0348
MCM7,-0.223715,0.0238,0.0348
SCGB1D4,0.1579168,0.0238,0.0349
HOXB1,0.211575,0.0238,0.0349
LOC102725104///ANKRD20A12P///ANKRD20A8P///ANKRD20A5P,-0.4491577,0.0239,0.0349
PSMB7,0.13354,0.00642,0.0349
HIST1H2BA,0.1701977,0.024,0.035
PSG3,0.2772764,0.024,0.035
LINC00612,0.1684486,0.0239,0.035
ACYP2,0.2030482,0.0239,0.035
SDHAF4,-0.11774625,0.021,0.035
NECAB2,0.1450114,0.024,0.0351
SNORD115-24///SNORD115-44///SNORD115-43///SNORD115-42///SNORD115-41///SNORD115-40///SNORD115-39///SNORD115-38///SNORD115-36///SNORD115-34///SNORD115-31///SNORD115-29///SNORD115-26///SNORD115-25///SNORD115-22///SNORD115-21///SNORD115-20///SNORD115-19///SNORD115-18///SNORD115-17///SNORD115-16///SNORD115-15///SNORD115-14///SNORD115-13///SNORD115-12///SNORD115-11///SNORD115-10///SNORD115-9///SNORD115-8///SNORD115-7///SNORD115-6///SNORD115-5///SNORD115-4///SNORD115-3///SNORD115-1///SNRPN,-0.35003219,0.021,0.0351
FMNL3,0.2249914,0.024,0.0351
PRKCI,-0.3005218,0.024,0.0351
FABP3,-1.2416627,0.000644,0.035187
TNFAIP6,-0.9965125,0.00649,0.0352
ADM2,0.1561795,0.0241,0.0352
HGD,-0.2200836,0.0241,0.0352
