gene,logFC,p_value,adj_p_value
ISCA2,0.448,0.0236,0.148
PRKAR1A,0.307,0.0237,0.148
ZNF248,0.18824293,0.0701,0.148
ZNF540,-1.14,0.0238,0.149
LINC01582,-0.511,0.0238,0.149
MECR,0.21069836,0.0708,0.149
ASPHD2,0.564,0.024,0.149
TRAF5,0.2834052,0.0595,0.149
ELMO2,0.464,0.024,0.149
LIPE-AS1,-0.356,0.0239,0.149
TMCO1-AS1,-0.504,0.0239,0.149
S100A8,-1.25,0.0239,0.149
SLCO5A1,0.594,0.0238,0.149
GJB7,-0.456,0.0238,0.149
CHPT1,-0.2650423,0.0595,0.149
SHFL,0.21649514,0.0707,0.149
OR11A1,-0.1175331,0.0711,0.15
CRHR2,-0.11873103,0.0715,0.15
NARS2-AS1,-0.605,0.024,0.15
CLIC4,0.33396226,0.0712,0.15
SOAT2,-0.15799522,0.0712,0.15
MKLN1,-0.384,0.024,0.15
DEAF1,0.24965302,0.0716,0.15
DRP2,-0.1531146,0.0599,0.15
CER1,-0.17845425,0.0716,0.15
PDE6B,-0.1449445,0.0598,0.15
OSBPL8,-0.2123097,0.0601,0.15
UBOX5-AS1,-0.452,0.0241,0.15
NAA60,-0.1297851,0.0601,0.15
PWAR5,-0.1300433,0.0598,0.15
NRSN2,-0.1574705,0.0599,0.15
CAMP,-0.439,0.0241,0.15
USP13,0.612,0.024,0.15
RNF25,-0.1605915,0.0599,0.15
WNT1,-0.13976888,0.0723,0.151
EML2,0.25629859,0.0722,0.151
LMO3,0.37926131,0.0721,0.151
S100A9,0.5357274,0.0607,0.151
CEP85,-0.1455587,0.0606,0.151
ORMDL1,-0.699,0.0243,0.151
MTCP1,-0.722,0.0242,0.151
RPL30,-0.289,0.0243,0.151
HPRT1,0.21722373,0.0718,0.151
RNF7,0.21641605,0.0722,0.151
OIP5,0.16104714,0.0719,0.151
ZNF80,0.10352545,0.0723,0.151
PENK,-0.12586656,0.0719,0.151
ALG12,-0.1566428,0.0604,0.151
ZNF710,0.611,0.0245,0.152
PTGR2,-0.939,0.0245,0.152
CDC23,0.1863519,0.0611,0.152
FAM245B,-1.3,0.0245,0.152
ACTR3-AS1,-0.656,0.0245,0.152
RASA2,-0.733,0.0246,0.152
CCDC9B,0.641,0.0246,0.152
TRANK1,0.2565967,0.0611,0.152
CCNYL1,0.686,0.0246,0.152
TERF1,-0.21980115,0.0725,0.152
MLYCD,0.21080028,0.0725,0.152
DUS3L,0.557,0.0245,0.152
USP47,-0.379,0.0244,0.152
CACNG1,-0.1489682,0.0728,0.152
SLC28A3,-0.11871061,0.0724,0.152
IGLV10-54,0.419,0.0246,0.152
LOC285762,-0.481,0.0244,0.152
SLC25A2,0.364,0.0246,0.152
JUN,-0.6112635,0.0608,0.152
UBE3B,0.12928836,0.0733,0.153
ACAD10,-0.72,0.0247,0.153
HYMAI,-0.448,0.0248,0.153
C11ORF97,-0.977,0.0247,0.153
RTN4R,0.582,0.0247,0.153
RPS6KA4,0.14355155,0.073,0.153
SSBP3-AS1,-0.506,0.0249,0.153
UTRN,-0.16864693,0.0734,0.153
STAT3,0.325,0.0249,0.153
POM121L9P,0.19000508,0.0733,0.153
OTUB2,0.11147529,0.0733,0.153
CMC4,-0.1431544,0.0613,0.153
FRMPD1,-0.17416066,0.0731,0.153
HOOK2,0.25166361,0.0733,0.153
CCL22,-0.18404386,0.0734,0.153
NACAD,0.645,0.025,0.154
TCF20,0.1668293,0.0621,0.154
CEP350,0.1699334,0.0621,0.154
MOCS1,-0.2149211,0.0618,0.154
MRPL53,0.407,0.025,0.154
TGM6,0.439,0.0252,0.154
MTMR9,0.586,0.0251,0.154
GPR161,-0.20579496,0.0737,0.154
DAPK1,-0.21976944,0.074,0.154
NARS1,0.19852616,0.0738,0.154
PITPNM2,0.468,0.0251,0.154
SPATA31G1,-0.568,0.025,0.154
SKIC3,-0.281,0.0251,0.154
ADAM18,-0.10719457,0.0739,0.154
KAZALD1,0.12376231,0.0736,0.154
TMEM59,0.21748216,0.0739,0.154
MC4R,-0.13706424,0.074,0.154
TMC8,0.366,0.0251,0.154
LOC100507562,-0.667,0.0251,0.154
SUFU,0.54,0.0251,0.154
ADCY9,-0.1984812,0.0622,0.154
EXOC7,-0.1048719,0.062,0.154
SKIC2,-0.1422024,0.0621,0.154
ASGR2,0.1891868,0.0621,0.154
PDE11A,-0.13481486,0.0737,0.154
PTER,-0.28227774,0.0736,0.154
GP5,-0.13287054,0.074,0.154
MIR3116-1,-0.429,0.0251,0.154
CLDND2,-0.708,0.0252,0.155
SLC7A5,-0.2884024,0.0625,0.155
RAD21,-0.23389397,0.0745,0.155
CORO1B,0.15966056,0.0743,0.155
SNORD53,-0.504,0.0253,0.155
CASS4,-0.1222833,0.0627,0.155
AGXT2,-1.27,0.0253,0.155
IGKV2-29,0.685,0.0253,0.155
ZNF205-AS1,-0.1254495,0.0624,0.155
SDHAF3,-0.1318743,0.0746,0.155
NME8,0.1537214,0.0743,0.155
POP4,0.1236158,0.0626,0.155
ZNRD2,0.587,0.0254,0.155
BOLA3-DT,0.721,0.0254,0.155
UBA5,-0.1763531,0.0628,0.155
ZNF442,-0.662,0.0252,0.155
BBX,0.1666106,0.0626,0.155
HOOK1,-0.907,0.0252,0.155
NPHP1,-0.588,0.0252,0.155
SNORD4B,-1.5,0.0255,0.156
SNORD6,-1.5,0.0256,0.156
CAB39L,-0.578,0.0257,0.156
RIPPLY2,0.396,0.0256,0.156
NMD3,0.1892747,0.0633,0.156
NDUFB3,-0.615,0.0255,0.156
RAB10,0.293,0.0255,0.156
INPP5B,0.14501342,0.075,0.156
DKK1,-0.30848236,0.0749,0.156
NCAPD3,-0.1790756,0.0753,0.156
SUPT3H,0.16827137,0.0753,0.156
POM121L1P,-0.554,0.0256,0.156
PRAP1,-1.02,0.0255,0.156
TMEM200B,0.435,0.0256,0.156
BSN,-0.159485,0.063,0.156
SNORD110,-1.61,0.0255,0.156
SEPTIN3,0.404,0.0255,0.156
HMBOX1,-0.24638608,0.0752,0.156
LINC02275,-0.654,0.0256,0.156
TOM1,0.15371728,0.0751,0.156
NUDT12,-0.683,0.0256,0.156
TMEM175,0.555,0.0259,0.157
CLDN22,-0.7,0.0259,0.157
EFCAB14-AS1,-0.318,0.0258,0.157
CDNF,-0.768,0.0258,0.157
ATG2B,-0.549,0.0258,0.157
LDB3,-0.09597756,0.0759,0.157
SNORD90,-0.688,0.0259,0.157
VRTN,-0.12784854,0.076,0.157
MIR548K,-1.49,0.0258,0.157
MYO6,0.1768099,0.0635,0.157
LTB4R2,0.607,0.0257,0.157
MIR1304,-0.557,0.0259,0.157
IRGQ,0.549,0.0258,0.157
MIR3605,-0.704,0.0258,0.157
XIST,-3.03,0.0259,0.157
ZMYND11,-0.20247194,0.0759,0.157
CCDC85C,0.977,0.0259,0.157
F2R,-0.40024906,0.0758,0.157
CATSPERB,0.1325933,0.0638,0.157
USP22,0.20891863,0.0755,0.157
ZNF839,-0.1396488,0.0637,0.157
OR10K1,0.56,0.0261,0.158
POU6F1,0.491,0.0261,0.158
TSLP,-0.356,0.0261,0.158
MIMS2,0.588,0.026,0.158
CACNA1D,0.24337829,0.0765,0.158
PRSS50,-0.23319999,0.0763,0.158
MIR663B,0.643,0.0261,0.158
DDX4,0.383,0.0261,0.158
CCDC159,0.609,0.026,0.158
MTMR12,-0.1449027,0.0643,0.158
VTI1A,-0.584,0.0262,0.158
ARFGEF1,-0.284,0.0262,0.158
CRPPA-AS1,-0.489,0.026,0.158
THAP9-AS1,-0.971,0.0262,0.158
UBR3,-0.4,0.0262,0.158
SRD5A2,-0.1806024,0.0642,0.158
IPO9,0.377,0.0262,0.158
ZNF343,-0.1950761,0.0642,0.158
HBP1,-0.349,0.0261,0.158
HDAC11-AS1,0.394,0.026,0.158
LINC02232,0.4,0.0265,0.159
MAGEA10,-0.15662018,0.0769,0.159
MYL10,-0.18314599,0.077,0.159
GNL1,0.446,0.0264,0.159
HSD17B3,-0.27831682,0.0772,0.159
SMAD3-DT,-1.25,0.0265,0.159
ADAMTSL4-AS1,-0.828,0.0265,0.159
DNAL4,0.816,0.0266,0.159
GPRC5D-AS1,-0.922,0.0263,0.159
SGCD,0.657,0.0265,0.159
GAS5,-0.668,0.0264,0.159
RNU6-79P,-1.6,0.0266,0.159
UBE2O,0.519,0.0265,0.159
HOTAIRM1,-0.577,0.0264,0.159
PSPC1,0.20236978,0.0772,0.159
ZMPSTE24,0.1778815,0.077,0.159
DNAJC12,0.37545052,0.0767,0.159
KCNN2,-0.7170272,0.0649,0.159
TRDJ2,-0.944,0.0264,0.159
MIR4718,-0.559,0.0264,0.159
DYNC1H1,0.309,0.0264,0.159
SERPINA10,-0.10035233,0.0771,0.159
SNCG,0.863,0.0265,0.159
DIRAS3,0.39284193,0.0772,0.159
GPR150,0.585,0.0263,0.159
RDM1,-0.419,0.0267,0.16
COPS8,0.1502062,0.0775,0.16
SCARNA17,-1.86,0.0268,0.16
CA4,0.5660438,0.0777,0.16
GPR107,0.458,0.0267,0.16
SLC5A1,0.3867308,0.0651,0.16
ZNF7,0.1084159,0.065,0.16
GYS2,-0.10750942,0.0776,0.16
RABL3,-0.17084191,0.0774,0.16
KRT9,-0.16716841,0.0777,0.16
GNL3L,-0.0964147,0.0651,0.16
ACTL6A,0.1972184,0.065,0.16
FAAP24,0.1367121,0.0655,0.16
CD2AP,0.1363132,0.0651,0.16
CCDC28A,-0.1379637,0.0651,0.16
C9ORF78,-0.1462177,0.0655,0.16
LINC00301,-0.286,0.0267,0.16
RCE1,-0.2085005,0.0655,0.16
ARMCX5,0.22986683,0.0775,0.16
GKAP1,-0.908,0.0267,0.16
CDCP2,0.426,0.0267,0.16
PLA2G15,0.29363432,0.0773,0.16
SLC4A7,0.12716225,0.0773,0.16
SAT2,-0.658,0.027,0.161
OR10K2,0.431,0.027,0.161
NAP1L3,0.3382226,0.0785,0.161
BRSK2,-0.12450782,0.0783,0.161
CTRB2,-0.29078988,0.0783,0.161
FEM1B,-0.14358944,0.0782,0.161
ABCC12,0.278,0.0271,0.161
MYOM2,-0.2556402,0.0657,0.161
SNORD54,-0.962,0.027,0.161
CEP192P1,-0.284,0.0269,0.161
LINC01586,-0.731,0.027,0.161
ASB7,-0.15539192,0.0783,0.161
LOC101928236,0.632,0.0269,0.161
RRS1-DT,-0.499,0.027,0.161
LINC00260,0.10323939,0.0781,0.161
ADGRG3,-0.19374789,0.0785,0.161
LCE2B,-0.1147725,0.0659,0.161
CMTR1,0.20162528,0.0783,0.161
HOXA6,-0.16325496,0.0787,0.161
ARL14EP,-0.486,0.0271,0.161
UTP4,-0.694,0.0271,0.162
HMHB1,-0.11974103,0.0789,0.162
CEACAM3,-0.15774745,0.079,0.162
SNHG29,-0.372,0.0272,0.162
LOC100132781,-0.927,0.0271,0.162
ERCC3,0.1251656,0.0665,0.162
TSPAN31,0.24289436,0.0788,0.162
MYOC,-0.18665928,0.0789,0.162
AFG2B,0.18451337,0.0789,0.162
NXPH2,-0.95,0.0271,0.162
SMAD2,0.1359575,0.0663,0.162
PLPPR1,-0.4194598,0.0662,0.162
IGHV7-81,-0.47,0.0273,0.162
MRPS22,-0.1334384,0.0663,0.162
ATP5PF,-0.1907951,0.0665,0.162
NOS2,-0.2798301,0.0668,0.163
MGC16275,0.465,0.0274,0.163
PIK3R6,0.435,0.0274,0.163
PDHB,0.16747813,0.0794,0.163
SNORD114-3,-0.984,0.0275,0.163
PHRF1,0.471,0.0274,0.163
SIRT6,0.11974161,0.0796,0.163
UBALD1,0.612,0.0274,0.163
SETDB1,0.14823729,0.0795,0.163
C10ORF67,-0.715,0.0275,0.163
DYNLT2B,-0.668,0.0274,0.163
MAFB,-0.4250149,0.067,0.163
SLC19A3,-0.2393436,0.0668,0.163
PARD6A,-0.1418811,0.0667,0.163
HLA-DPB2,0.464,0.0274,0.163
TSHZ1,-0.571,0.0274,0.163
MDFI,-0.12648277,0.0799,0.163
TF,-0.14463324,0.0798,0.163
CACNG4,-0.13711036,0.0796,0.163
SSH3,0.1282141,0.0671,0.163
TGFB2-AS1,-0.467,0.0278,0.164
TXNRD1,0.1154029,0.0673,0.164
AMBP,-0.883,0.0277,0.164
CPD,0.2580845,0.0672,0.164
NUP58,-0.56,0.0276,0.164
DDERMMAL,-0.583,0.0278,0.164
ELOVL5,0.13411949,0.0802,0.164
DCTN3,-0.1153635,0.0676,0.164
MAPK12,0.22604666,0.0805,0.164
NOL7,0.2412117,0.0806,0.164
SP4,-0.19128457,0.0806,0.164
VAMP5,0.434,0.0276,0.164
PYDC2,0.395,0.0278,0.164
RPL23AP7,-1.29,0.0277,0.164
DDIAS,0.51,0.0279,0.164
CSNK1G2,0.19801832,0.08,0.164
HTN1,-0.1419462,0.0804,0.164
IFNA6,-0.09314873,0.0802,0.164
TCL6,-0.13328177,0.0802,0.164
TNNT1,0.784,0.028,0.165
H2BC6,-0.1762107,0.0682,0.165
YIPF6,-0.1378373,0.0682,0.165
C4BPA,0.2537362,0.068,0.165
SPATS2L,0.1023968,0.0681,0.165
GPX1,0.392,0.028,0.165
CLEC1B,-0.16935999,0.081,0.165
CCR3,-0.2049484,0.0681,0.165
SC5D,-0.512,0.028,0.165
BBS4,0.1477126,0.068,0.165
MICAL3,-0.1525299,0.068,0.165
MRPL50,-0.455,0.0281,0.165
GPBP1,-0.31,0.0281,0.165
ROCK1,0.1922087,0.0679,0.165
PCNX1,-0.12471711,0.0809,0.165
LINC00701,-0.343,0.028,0.165
DHX38,0.49,0.0284,0.166
VARS1,0.309,0.0283,0.166
FGF14,-0.12724144,0.0817,0.166
JRK,-0.16169082,0.0812,0.166
HAPLN2,-0.16715092,0.0816,0.166
DDAH1,-0.747,0.0281,0.166
ATM,-0.496,0.0283,0.166
MIR501,-0.764,0.0282,0.166
MATN4,0.11486854,0.0816,0.166
EFHC2,0.1567956,0.0688,0.166
RASL11A,0.62,0.0282,0.166
MAP2K3,-0.2007302,0.0686,0.166
KLHL35,0.54,0.0282,0.166
TSSK4,-0.572,0.0283,0.166
TMEM141,0.577,0.0282,0.166
SMC1A,-0.107014,0.0685,0.166
ZNF143,0.1685712,0.0683,0.166
ZNF221,-0.10980672,0.0823,0.167
PLAG1,0.3465865,0.0821,0.167
FAT2,0.472,0.0284,0.167
ZNRF3-AS1,-0.586,0.0284,0.167
HHLA2,-0.986,0.0285,0.167
SP2,0.414,0.0285,0.167
FAF1,-0.1075737,0.0689,0.167
PDCD1LG2,-0.14038989,0.082,0.167
NAMPT,-0.535,0.0285,0.167
LINC02669,-0.516,0.0285,0.167
IFNA21,-0.13890985,0.0823,0.167
C7,0.85307129,0.0824,0.167
ZNF587,0.13292638,0.0824,0.167
GPATCH2L,0.14495989,0.0819,0.167
RPL5,0.20883622,0.0824,0.167
MAN2A1,0.2382351,0.0695,0.168
PPIF,0.3196638,0.0826,0.168
SF3B3,0.13947935,0.0832,0.168
ZNHIT3,0.23560398,0.0825,0.168
SYN2,-0.14450209,0.083,0.168
GGA1,0.2976431,0.0826,0.168
TRPM2,-0.14117225,0.0828,0.168
PSMG2,0.0935228,0.0693,0.168
MIR513A2,-0.688,0.0289,0.168
KCTD13,0.15228014,0.083,0.168
GLO1,-0.379,0.0288,0.168
MIR4668,-0.377,0.0287,0.168
ZNF469,0.639,0.0289,0.168
FBXO11,0.2874964,0.0693,0.168
TIMM10B,0.17385262,0.0832,0.169
MEIS1,0.25581763,0.0835,0.169
PSG5,-0.34430259,0.0833,0.169
OTUD4,-0.462,0.029,0.169
MIR1245A,-0.599,0.029,0.169
GRIN1,-0.11962583,0.0837,0.169
C7ORF25,0.16023739,0.0835,0.169
ANKRD28,-0.392,0.0289,0.169
RNF26,0.461,0.0289,0.169
PAX5,0.12868245,0.0837,0.169
FLVCR1,-0.663,0.0289,0.169
CHD1,-0.443,0.0291,0.169
GORASP1,-0.1123127,0.0702,0.169
MIR543,-0.44,0.0291,0.169
SNORD16,-0.908,0.0291,0.169
AGAP7P,-0.758,0.0291,0.169
LDLRAD3,0.798,0.0291,0.169
SLITRK5,-0.1499648,0.07,0.169
CTBP2,0.1758307,0.0697,0.169
SMAD3,0.11344578,0.0838,0.169
ZNF852,0.902,0.0293,0.17
SNORD23,0.83,0.0292,0.17
CTTNBP2,-0.856,0.0292,0.17
SIM2,0.289725,0.0707,0.17
LINC02401,-0.464,0.0294,0.17
KIR2DL1,0.513,0.0294,0.17
SNORD94,-1.63,0.0292,0.17
MADCAM1,-0.11752427,0.0844,0.17
IRAK4,0.13529001,0.0841,0.17
SGO1-AS1,0.707,0.0293,0.17
NCBP2,0.15592108,0.0842,0.17
GNAQ,-0.15020152,0.084,0.17
API5,-0.16200766,0.0842,0.17
KCTD10,0.49,0.0294,0.17
SNORD69,-1.14,0.0292,0.17
GZMM,0.164323,0.0704,0.17
LAMA5,0.1864906,0.0702,0.17
RYR1,0.20677579,0.0843,0.17
HNRNPH3,0.18512317,0.0843,0.17
PCYT1B,-0.11475855,0.0851,0.171
MMACHC,0.27822616,0.0847,0.171
CCAR1,-0.313,0.0295,0.171
RAD51D,0.15309832,0.0848,0.171
IQCB1,-0.873,0.0295,0.171
WDR90,-0.354,0.0295,0.171
FAM86C1P,-1.02,0.0295,0.171
LINC01213,-0.473,0.0298,0.171
CCDC33,0.461,0.0297,0.171
STK25,-0.1877887,0.0709,0.171
DNM1P46,-0.701,0.0296,0.171
UBE2Q2P13,-1.44,0.0295,0.171
KISS1,-0.1557013,0.0709,0.171
MIR3674,-1.06,0.0296,0.171
STAG2-AS1,-1.3,0.0296,0.171
MTIF3,-0.401,0.0297,0.171
PEX5L,0.18223273,0.0847,0.171
LHX4,-0.441,0.0297,0.171
CERK,-0.21226045,0.0847,0.171
TADA2A,0.09707007,0.085,0.171
GARIN1A,-0.583,0.0296,0.171
UBE2Q1,-0.18419679,0.0849,0.171
RBPJ,-0.321,0.03,0.172
TMLHE,-0.702,0.03,0.172
LMF1,-0.115771,0.0717,0.172
LY6H,0.10852268,0.0856,0.172
CHST2,0.43232699,0.0853,0.172
CCDC92,0.19218154,0.0857,0.172
SORBS1,0.41,0.0299,0.172
MAPKAPK2,-0.1214302,0.0715,0.172
TRRAP,0.1432259,0.0714,0.172
GPBP1L1,-0.1228779,0.0717,0.172
FBLL1,0.619,0.0299,0.172
MTA1-DT,0.545,0.03,0.172
CYP2W1,0.445,0.0298,0.172
PPP5C,0.536,0.0299,0.172
LINC01139,-1.06,0.0298,0.172
MYEF2,-0.585,0.0298,0.172
ZNF19,-0.432,0.03,0.172
TIPE1,0.557,0.03,0.172
SNX9,0.271,0.03,0.172
PIWIL2,-0.1614698,0.0719,0.172
LRRC74BNL,0.408,0.0301,0.172
MIR3162,-0.648,0.0301,0.172
CPLX1,0.529,0.03,0.172
CACNA1E,-0.361,0.0299,0.172
STAM2,-0.342,0.0299,0.172
IL22,-0.10269511,0.0853,0.172
NTN3,0.399,0.0301,0.172
VPS18,0.492,0.0303,0.173
PMS2P1,-1.0,0.0302,0.173
PDE6A,-0.1924878,0.0724,0.173
ENTPD8,-0.426,0.0304,0.173
PRSS21,-0.10824675,0.0863,0.173
ERG28,-0.1122695,0.072,0.173
PCYOX1L,0.1841748,0.0725,0.173
KCNIP1,-0.23713757,0.0862,0.173
PLD1,-0.2259324,0.072,0.173
MGST2,-0.172069,0.0721,0.173
MIRLET7A2,-0.324,0.0304,0.173
SLC22A1,-0.2079908,0.0723,0.173
EHD1,0.485,0.0303,0.173
MMP24,-0.1378121,0.0723,0.173
DSTN,0.1375563,0.072,0.173
VGLL3,0.23197063,0.0859,0.173
DHDDS-AS1,-0.824,0.0302,0.173
EDDM3A,-0.119024,0.0862,0.173
CHMP2B,-0.18243134,0.0865,0.173
SLC5A3,-0.2114189,0.0724,0.173
PEAR1,0.687,0.0304,0.173
WASF2,-0.22343767,0.0864,0.173
USP36,-0.1462325,0.0727,0.174
SLC9A7,0.10695489,0.0868,0.174
KCNK2,-0.12317675,0.0872,0.174
CAPS2,-0.722,0.0305,0.174
FOXM1,0.20016888,0.0872,0.174
DCAF12,0.513,0.0305,0.174
ANKRD39,0.79,0.0304,0.174
DOCK4,-0.29454483,0.0866,0.174
OR1A2,-0.1323713,0.0727,0.174
WRAP53,0.533,0.0305,0.174
FUS,0.15552331,0.0872,0.174
ZNF543,0.767,0.0306,0.174
EGLN1,-0.14662431,0.0867,0.174
POLR2L,0.28794319,0.0871,0.174
LRP2BP,-0.812,0.0304,0.174
LINC03102,-0.592,0.0306,0.174
FNDC9,-0.407,0.0306,0.174
EPC1,-0.478,0.0306,0.174
DNAJC19,-0.427,0.0308,0.175
ABHD2,0.09866091,0.0873,0.175
TMEM35A,0.10613055,0.0877,0.175
TUG1,0.159369,0.0735,0.175
RNGTT,0.1070959,0.0734,0.175
CLEC3B,0.45,0.0309,0.175
MINAR1,-0.22782266,0.0879,0.175
LRRC26,0.71,0.0309,0.175
CDON,0.20554902,0.0874,0.175
MAX,0.10990015,0.088,0.175
ZNF771,-0.15232423,0.0874,0.175
SLC22A2,-0.876,0.0307,0.175
KLC3,0.526,0.0307,0.175
WASF1,0.25262519,0.0879,0.175
TUBB4A,-0.1896797,0.0735,0.175
LOC102723389,-0.407,0.0307,0.175
SLAIN1,-0.704,0.0308,0.175
CXCR6,0.10086,0.0875,0.175
ETV7,0.14662666,0.088,0.175
AQP3,-0.307284,0.0735,0.175
ITGB1BP1,0.174523,0.0733,0.175
KERA,-0.09638878,0.0877,0.175
MIR1185-2,-0.898,0.0307,0.175
CAPN11,-0.11959992,0.0875,0.175
NUP214,0.16300949,0.0876,0.175
FSHB,-0.12068372,0.0882,0.176
CACNG3,-0.11460606,0.0881,0.176
NICOL1,0.587,0.0311,0.176
LINC01152,-0.445,0.0311,0.176
FAM182B,-0.2390088,0.0739,0.176
OXR1,0.2241617,0.0741,0.176
CCSER1,-0.901,0.031,0.176
HSPA1A,-0.4995703,0.074,0.176
CDC50A,-0.22720347,0.0887,0.176
NECTIN3-AS1,-0.391,0.031,0.176
MIR4653,-0.61,0.031,0.176
USP20,0.725,0.0311,0.176
MLPH,0.1813086,0.074,0.176
TFDP3,-0.14083843,0.088,0.176
OARD1,-0.485,0.0311,0.176
TRAJ53,-0.715,0.031,0.176
IKBIP,0.449,0.0311,0.176
CDX2,-0.18152736,0.0885,0.176
WDR83OS,0.24239853,0.0883,0.176
CREG2,0.455,0.0312,0.176
HCG26,0.707,0.0312,0.176
CD70,0.761,0.0312,0.176
ANAPC7,0.404,0.0311,0.176
SP3,0.1666182,0.0745,0.177
SLC38A6,-0.3464713,0.0744,0.177
STX16,-0.1225756,0.0747,0.177
TIFA,0.766,0.0313,0.177
LCA5L,-0.556,0.0313,0.177
KIR3DL2,-0.2146863,0.0745,0.177
VSNL1,-0.09849123,0.0893,0.177
SMIM3,-0.587,0.0314,0.177
ZNF436,0.574,0.0313,0.177
KLC2,0.533,0.0313,0.177
HAUS2,0.14140497,0.0889,0.177
IGLV2-14,0.5968276,0.0744,0.177
PLEKHB1,0.41012133,0.0887,0.177
GDAP1,0.1499419,0.0745,0.177
KCNC1,-0.1145809,0.0745,0.177
PWP1,0.19628482,0.0889,0.177
RAB37,0.359,0.0314,0.177
PRMT5-DT,-0.638,0.0314,0.177
TUFT1,0.31259306,0.0887,0.177
KRTAP5-8,-0.957,0.0314,0.177
TAB1,0.527,0.0314,0.177
ASPSCR1,0.32854424,0.0899,0.178
LRP12,0.16449317,0.0896,0.178
PPOX,0.25503974,0.0894,0.178
ABCG4,-0.1639211,0.0896,0.178
HOXB-AS1,0.824,0.0316,0.178
RAB30-DT,-0.694,0.0316,0.178
HLA-C,0.491,0.0316,0.178
MTHFD1,-0.2726921,0.0753,0.178
USP48,0.12968726,0.0894,0.178
MGC2889,-0.11683947,0.0896,0.178
NRXN1,-0.13371048,0.0895,0.178
CXCR3,0.1052973,0.0896,0.178
RPS14,0.13308578,0.0902,0.179
TXNIP,-0.339,0.032,0.179
TMEM62,0.11469224,0.0903,0.179
ADGRG6,0.42363952,0.0902,0.179
ZNF404,-0.97,0.0318,0.179
OR51E1,2.17,0.032,0.179
RASAL2,0.446,0.032,0.179
PTPN11,0.313,0.032,0.179
DUSP15,-0.375,0.0319,0.179
TMED5,-0.15310198,0.0906,0.179
MIR3916,-1.19,0.0318,0.179
OBP2A,0.987,0.032,0.179
SQLE,0.21897038,0.0906,0.179
IAH1,-0.442,0.0321,0.179
LOC100996318,-0.61,0.0319,0.179
TAPT1-AS1,-0.462,0.0319,0.179
SLC25A37,-0.140022,0.0754,0.179
HRC,0.15750229,0.0905,0.179
ZBTB40,0.0981332,0.0756,0.179
PCDHGB8P,-0.784,0.0318,0.179
VNN1,-1.46,0.0318,0.179
CCDC167,0.721,0.032,0.179
SYNPO2,0.599,0.0322,0.18
MOB3B,0.1485958,0.0761,0.18
IL16,0.198765,0.0761,0.18
RASA1,0.2096337,0.0763,0.18
MYH13,-0.12945006,0.091,0.18
SPSB3,0.26055885,0.0908,0.18
MIIP,-0.20382438,0.0912,0.18
TRBV19,-0.395,0.0323,0.18
LOC100128002,0.786,0.0323,0.18
UQCRBP1,-0.677,0.0323,0.18
SNORA60,-1.48,0.0321,0.18
MAST4-AS1,-0.92,0.0321,0.18
KIF1B,0.1397485,0.0763,0.18
PIK3CA,-0.2071862,0.076,0.18
CISD1,-0.441,0.0321,0.18
LRRC3,-0.1425364,0.0762,0.18
GRM3,0.17906275,0.091,0.18
TACR2,-0.16495056,0.0912,0.18
KCND3,-0.07863546,0.0911,0.18
AQP7P1,-0.787,0.0323,0.18
ARHGAP32,-0.1393356,0.0911,0.18
CSNK2A2,0.25462707,0.0908,0.18
NGDN,0.15053412,0.0916,0.181
TREX2,-0.1165685,0.0764,0.181
NIM1K,-0.342,0.0327,0.181
TRGV8,0.657,0.0326,0.181
ATAT1,-0.214262,0.0765,0.181
CATSPERG,-0.118356,0.0767,0.181
AIM2,0.24544,0.0768,0.181
LRIF1,0.1963748,0.0768,0.181
POLR1G,0.424,0.0327,0.181
NONO,0.18418501,0.0917,0.181
HSD17B1,0.535,0.0327,0.181
KIF3C,0.15446532,0.0915,0.181
GHRLOS,-0.491,0.0325,0.181
TMEM63B,0.601,0.0325,0.181
WNT11,0.444,0.0325,0.181
AKAP9,-0.366,0.0325,0.181
TRAJ41,-0.442,0.0325,0.181
C1ORF162,0.981,0.0325,0.181
PSMB8-AS1,0.418,0.0327,0.181
MCM7,0.65,0.0324,0.181
URAD,0.43,0.0324,0.181
ITGA3,0.682,0.0324,0.181
LINC00887,-0.423,0.0324,0.181
GCK,-0.13268444,0.0918,0.181
ZNF749,-0.08520458,0.092,0.181
CASK,0.16741455,0.0917,0.181
CBLN1,-0.18903438,0.0921,0.181
ATG3,0.1391544,0.092,0.181
BCO1,0.13655113,0.0917,0.181
SLC25A21-AS1,0.652,0.0325,0.181
SNORA58,-0.516,0.0325,0.181
HSD11B1-AS1,-1.21,0.0328,0.182
CCNG1,-0.427,0.0328,0.182
FBXW5,0.492,0.033,0.182
MS4A4E,-0.472,0.0329,0.182
RAB7A,0.25,0.0329,0.182
PRAME,0.18340599,0.0927,0.182
SF3A2,0.794,0.0329,0.182
EPHA6,-0.402,0.0329,0.182
MAN1C1,0.853,0.0329,0.182
RAD51B,0.07948973,0.0923,0.182
SYNE2,-0.15322135,0.0923,0.182
ZNF84,-0.477,0.0329,0.182
TRMT5,-0.478,0.0328,0.182
FIBIN,0.715,0.033,0.182
OR51B2,-0.374,0.0328,0.182
MIR147A,-0.595,0.0327,0.182
LBHD1,0.732,0.0331,0.182
SACK1H,0.479,0.0331,0.183
MIR548A2,-0.646,0.0331,0.183
RBP7,0.56,0.0331,0.183
