gene,logFC,p_value,adj_p_value
TNFSF13,-0.8974575,7.65e-05,0.000591
LOC254028,0.3046386,0.000291,0.000591
ZCCHC18,-0.3359295,0.000291,0.000592
BTN3A1,-0.27477438,0.000247,0.000592
NXPH1,0.3295255,0.000291,0.000592
LOC100131373,0.2526364,0.000292,0.000593
UHRF1,1.0688026,7.71e-05,0.000595
LOC400576,0.3053468,0.000293,0.000596
VIM-AS1,-0.8271047,7.72e-05,0.000596
KIF25-AS1,0.2699545,0.000293,0.000596
TRAM2-AS1,0.33311,3.78e-05,0.000596
LINC02795,1.7971357,7.74e-05,0.000597
CHRNA1,0.3208891,0.000294,0.000598
LOC105378299,1.395301,7.76e-05,0.000598
C1ORF216,0.2683995,0.000294,0.000598
BMP8B///BMP8B,0.18069222,0.00025,0.000599
NHS-AS1,1.8673997,7.8e-05,0.000601
LOC102724238///LOC554249///GLIDR,0.3851936,0.000296,0.000601
PCDH8,0.2693468,0.000296,0.000601
PRODH,0.775665,3.83e-05,0.000602
XAF1,-0.29063145,0.000252,0.000602
MAFB,0.18361769,0.000252,0.000603
LPO,0.2976286,0.000298,0.000605
KANSL3,0.27001,0.000299,0.000608
ANP32A,-0.3560141,0.0003,0.000608
LIMS4///LIMS3,0.9104735,5.25e-06,0.000609
LRP1,-0.8210505,7.91e-05,0.000609
LOC107986761,1.4844001,7.92e-05,0.000609
OR6N1,0.3525023,0.0003,0.000609
JUN,0.5668541,0.0003,0.00061
NRG1,-0.29109537,0.000256,0.00061
MYO1G,0.4959695,0.000301,0.00061
WDR90,0.2877623,0.000301,0.000611
POLE3,0.2421345,0.000301,0.000611
UNC80,0.2013177,0.000301,0.000611
PDK3,0.3539291,0.000302,0.000612
LIME1,-0.40526,3.9e-05,0.000612
C9ORF50,0.2733386,0.000302,0.000613
TSPOAP1-AS1,-0.4113875,3.92e-05,0.000614
TNFRSF13B,1.8368814,8.03e-05,0.000615
STEAP3-AS1,1.1709944,8.02e-05,0.000615
LINC03044,1.8304716,8.01e-05,0.000615
MORC2-AS1,1.0314739,8.02e-05,0.000615
ABCA4,-0.6694725,3.93e-05,0.000616
ANKRD53,0.3045564,0.000305,0.000618
CXCL11,0.7857741,0.000305,0.000618
RAMP1,-1.167465,3.95e-05,0.000618
TMSB4Y,-0.22671605,0.000259,0.000618
F2R,0.5485518,0.000305,0.000618
C11ORF21,0.2638714,0.000305,0.000619
CALY,0.3417555,0.000305,0.000619
GVINP1,-0.8126555,0.000306,0.00062
NOPCHAP1,0.8525452,8.11e-05,0.00062
C17ORF62,0.3016327,0.000306,0.000621
DSN1,0.3372741,0.000306,0.000621
ENOSF1,0.20565499,0.00026,0.000621
CLVS1,0.2211936,0.000308,0.000623
SERPINB11,-0.40952142,0.000261,0.000623
NPHS2,0.3066259,0.000308,0.000624
KRT35,0.2947623,0.000309,0.000625
SCML4,1.0820598,8.19e-05,0.000625
ARHGEF28,-0.25478616,0.000262,0.000625
PPME1,-0.18220591,0.000264,0.000627
FXYD6-FXYD2///FXYD2,0.3075136,0.00031,0.000627
DAOA-AS1,0.2775427,0.00031,0.000627
SCAI,0.768795,4.02e-05,0.000627
MARCH9,0.2986559,0.00031,0.000627
CTSB,-0.2954136,0.00031,0.000628
N4BP2L2-IT2,0.6440526,8.23e-05,0.000628
PLCXD2,0.3017777,0.000311,0.000629
PPP2R5D,0.2662818,0.000312,0.000631
RPS19BP1,-0.7644516,8.28e-05,0.000632
IGLV1-50,1.8794441,8.3e-05,0.000632
LOC102725191,2.519505,8.29e-05,0.000632
LINC00892,-1.3173,4.08e-05,0.000632
GPR160,-0.4728877,0.000312,0.000632
SMARCAL1,-0.58347986,5.62e-06,0.000634
ITIH3,0.3068386,0.000313,0.000634
TUBA3FP,-0.21860951,0.000267,0.000635
ZNF610,-0.65988664,5.64e-06,0.000635
RASL11A,0.3992177,0.000315,0.000636
SPOCD1,-1.1482825,4.12e-05,0.000638
LOC105375211,1.4613085,8.42e-05,0.000641
ABHD12B,-0.31819509,0.000269,0.000641
PDYN,0.3183495,0.000317,0.000641
FCGR1CP///FCGR1B///FCGR1A,0.49223518,0.00027,0.000643
NINL,-0.225255,0.000319,0.000644
STT3A,-0.3435545,0.000318,0.000644
ALDH5A1,-0.20556328,0.000272,0.000645
TRPM4,-0.75234283,5.8e-06,0.000645
TNNI2,-1.34115672,5.82e-06,0.000645
TTC16,-0.18953164,0.000272,0.000645
NIPAL4,0.3063673,0.000319,0.000645
SSTR5-AS1,-0.3974659,0.00032,0.000647
CD72,0.2633259,0.00032,0.000647
OVOS2,1.9874236,8.54e-05,0.000648
LOC105377043,2.0014203,8.55e-05,0.000649
LOC105374973,-3.8626296,8.56e-05,0.000649
TACO1,0.2801282,0.000321,0.000649
OR10J3,0.3138259,0.000321,0.000649
PXK,0.3501,4.22e-05,0.00065
TMEM266,-0.3442218,0.000324,0.000654
DNMT3L,0.3083927,0.000324,0.000655
CDRT4,0.9141323,8.64e-05,0.000655
RECQL5,-0.2236014,0.000324,0.000655
TRIM16L,0.4981625,4.27e-05,0.000655
CSAG2///CSAG3///CSAG1,0.3511664,0.000325,0.000656
UBE2J2,0.2848832,0.000325,0.000656
DCAF10,-0.2472668,0.000325,0.000656
RRP36,0.1845155,0.000277,0.000657
NCKAP1L,-0.6002786,0.000326,0.000657
SQOR,-0.9046118,8.68e-05,0.000657
LOC102725051,-1.2217894,8.71e-05,0.000659
MAP3K12,0.3230845,0.000327,0.000659
PACSIN2,-0.5988738,8.73e-05,0.00066
KAT6B,-0.4209005,0.000328,0.000661
RUNX2-AS1,1.138011,8.76e-05,0.000662
OR2L8,0.21541463,0.000279,0.000662
FRMD4B,-0.5115836,0.000329,0.000664
PDZD3,0.3076886,0.00033,0.000665
ACCS,0.5978975,4.35e-05,0.000666
LINC01164,0.2477395,0.00033,0.000666
OR10S1,0.4034305,0.000331,0.000668
AURKAIP1,-0.8690395,8.85e-05,0.000668
UBE2E3,0.4610175,8.86e-05,0.000668
LOC101927010,2.0559189,8.88e-05,0.00067
SLC4A8-AS1,1.348222,8.88e-05,0.00067
CAPZA3,0.21522307,0.000283,0.000671
SLC23A3,0.2615914,0.000333,0.000672
MLLT11,0.5941618,0.000333,0.000672
CD101,0.41744851,0.000284,0.000673
WWP1-AS1,1.0260672,8.95e-05,0.000674
LHX3,0.2722027,0.000334,0.000674
KRTAP5-9,0.17448916,0.000285,0.000674
FAM47C,0.2933623,0.000335,0.000674
MON1B,0.2448977,0.000334,0.000674
TRPV3,1.1963475,9e-05,0.000677
PHF13,0.2144395,0.000337,0.000679
SNORD5///TAF1D,-0.29472436,0.000288,0.00068
RHO,0.3303373,0.000338,0.000681
LHFPL4,0.3521009,0.000338,0.000681
MB21D2,0.53173,0.000339,0.000682
ZNF763,-0.73355662,6.59e-06,0.000683
JPH3,0.3345695,0.000339,0.000683
HTR3B,0.2537164,0.00034,0.000684
SLC47A1,0.5917568,0.00034,0.000684
ACAD11,0.7093514,9.11e-05,0.000684
LOC105376964,1.3030176,9.12e-05,0.000685
ISY1,0.51961,4.52e-05,0.000687
MIR202HG///MIR202,-0.3164073,0.000341,0.000687
FRG2C///FRG2EP///FRG2///FRG2B,0.18236249,0.000291,0.000688
PTPRN,0.2759532,0.000343,0.000689
TMEM218,-0.3426905,0.000342,0.000689
IFI44L,-0.56872513,0.000292,0.00069
CYP8B1,0.3711345,0.000343,0.00069
LINC02391,1.4778734,9.22e-05,0.000691
SLC6A11,0.2354205,0.000343,0.000691
ZNF681,-0.4387118,0.000343,0.000691
ABCF3,-0.371295,0.000345,0.000693
LOR,0.2998268,0.000344,0.000693
LOC100129518///SOD2,2.44570723,6.72e-06,0.000694
DISC1,-0.4625475,4.58e-05,0.000694
OLFML1,-0.40620189,0.000295,0.000695
SRD5A3,0.5282545,0.000346,0.000696
DEFB129,0.3370118,0.000346,0.000696
FAM134A,0.257,4.59e-05,0.000696
FAM88B,0.8872947,9.3e-05,0.000696
STOML1,-0.7736787,9.31e-05,0.000697
NUDT11,-0.3793873,0.000346,0.000697
HCAR3,-0.8633841,0.000347,0.000697
FGF10,-0.7133455,0.000347,0.000697
LOC107984340,-1.0481461,9.34e-05,0.000698
PRKCB,0.23129348,0.000297,0.000699
ME3-DT,0.9545338,9.37e-05,0.000699
GPR132,0.4844377,0.000348,0.0007
SKCG-1,0.3471891,0.000348,0.0007
LINC00526,0.2994618,0.000349,0.000701
SNRPD1,-0.4124123,0.000349,0.000701
CLMAT3,-1.0199057,9.4e-05,0.000701
PPM1K,0.75803901,6.84e-06,0.000701
NPAP1,0.2714482,0.000349,0.000702
LOC100127886,1.35102994,6.88e-06,0.000702
VOPP1,-0.50569386,6.87e-06,0.000702
PRR11,-0.21516098,0.000299,0.000703
ARHGEF35-AS1,-1.0454236,9.43e-05,0.000704
CALM3///CALM3,0.28396,0.000351,0.000704
LOC100506860,0.46271989,6.92e-06,0.000705
NAT10,0.18486316,0.0003,0.000705
MACROD2-IT1,-0.3086132,0.000352,0.000706
ELSPBP1,0.264165,0.000351,0.000706
C5ORF15,-0.2983075,4.71e-05,0.000708
MIR105-2///MIR105-1,0.2834186,0.000353,0.000709
IFNG,2.1649706,9.52e-05,0.000709
IGLV1-40,2.0761418,9.55e-05,0.000711
ASAP3,0.2295936,0.000355,0.000712
OR2L5,0.3404359,0.000355,0.000712
PPP1R27,0.2988982,0.000355,0.000713
P3H3,-0.727255,4.75e-05,0.000713
TM4SF5,0.3002709,0.000356,0.000714
ASB18,0.2695555,0.000357,0.000716
TCTEX1D4,-0.17440201,0.000305,0.000717
VAC14-AS1,0.8739933,9.65e-05,0.000718
SEC14L6,-1.3057989,9.65e-05,0.000718
LOC101927204,-1.0050195,7.18e-06,0.000718
MKL1///RBM15///MKL1,0.2158241,0.000358,0.000718
ITPKA,0.2859345,0.000358,0.000718
LOC107987303,1.4041879,9.67e-05,0.000719
FAM240C,1.527872,9.68e-05,0.000719
LOC107985392,-0.8754596,9.69e-05,0.000719
HSPA6,0.24875311,0.000308,0.000723
ZACN///EXOC7,0.3045436,0.000361,0.000723
ITIH1,-0.3224025,4.82e-05,0.000724
SFXN4,1.0924632,9.78e-05,0.000725
NDUFAF4P1,1.4923786,9.77e-05,0.000725
CPNE9,0.2440191,0.000361,0.000725
SLC9B2,0.676648,9.8e-05,0.000727
LOC105375549,1.0449509,9.81e-05,0.000727
SNAI3-AS1,0.3577536,0.000362,0.000727
SNORA16B,0.31300689,0.00031,0.000727
PROK1,0.3265009,0.000363,0.000728
LOC105370165,1.3189778,9.85e-05,0.00073
ADTRP,0.6595536,0.000364,0.000731
GCSAM,-0.3327575,4.88e-05,0.000731
LOC105373142,1.5534813,9.93e-05,0.000735
CDRT15P1,1.8991993,9.95e-05,0.000735
SPEN,0.40441,4.92e-05,0.000736
ZFAND3,0.2769641,0.000367,0.000736
LHX1,0.2887059,0.000368,0.000737
OR1F1,0.33269,0.000368,0.000738
MPRIP,0.2832259,0.000368,0.000738
SHISA7,0.3398436,0.000369,0.000739
MTURN,-0.3992873,0.000369,0.000739
TEX50,2.5007486,0.0001,0.00074
PHYH,0.3258555,0.000369,0.00074
LINC00412,1.2381812,0.0001,0.00074
SNX11,0.2545895,0.00037,0.00074
OR8D2,0.2831705,0.00037,0.000741
DEFB124,-0.20382287,0.000316,0.000741
KALRN,0.53649435,7.53e-06,0.000741
LOC105378698,1.0465076,0.0001,0.000741
LOC107984338,-1.0153344,0.000101,0.000742
LOC107986553,1.8492023,0.000101,0.000743
MZT2B,0.3073986,0.000371,0.000743
NAT9,-0.3474036,0.000372,0.000744
ADCYAP1,-0.28587768,0.000318,0.000744
NSL1,-0.16866458,0.000318,0.000745
ATPIF1,-0.95553751,7.61e-06,0.000746
HM13,0.332345,0.000373,0.000747
LINC01082,1.563765,5.01e-05,0.000747
GSAP,-0.62951,0.000374,0.000748
PELO,0.3704675,5.03e-05,0.000749
EMC4,-0.7152356,0.000102,0.00075
CEP41,-0.9576355,7.69e-06,0.000751
OR52L1,0.3296695,0.000375,0.000751
SH3BP5L,0.2150868,0.000376,0.000752
SLC25A5-AS1,0.3026386,0.000377,0.000753
MBNL3,0.36405,0.000376,0.000753
XKR5,0.3180668,0.000378,0.000755
AP2M1,-0.7243422,0.000103,0.000755
PRY2///PRY,0.2919868,0.000378,0.000756
ZNF37BP,-0.3447027,0.000379,0.000757
CDK20,0.3057886,0.000379,0.000757
CBLN3,0.3256786,0.000379,0.000758
LYRM7,-0.16706898,0.000324,0.000758
TNIK,-0.5436327,0.000379,0.000758
ANKAR,-0.3806036,0.00038,0.000759
ERVK13-1,-0.4204214,0.00038,0.00076
KBTBD11,0.2760277,0.000381,0.000761
KCTD10,-0.6259316,0.000104,0.000762
EML2,-0.3309791,0.000382,0.000762
MBOAT2,-0.5201064,0.000104,0.000764
USP3,0.2337468,0.000383,0.000764
SAA3P,-0.3980486,0.000383,0.000765
ARL5C,0.3062214,0.000383,0.000765
LOC107984026,0.7325974,0.000104,0.000765
IL27,0.16947124,0.000328,0.000766
HEIH,-0.6876027,0.000105,0.000767
FANCF,0.8761829,0.000105,0.000767
ZNF18,0.6771485,0.000105,0.000769
LOC101060524///DRD5P2///DRD5,0.2821318,0.000385,0.000769
HUWE1,0.2156575,5.19e-05,0.00077
SALL1,0.2703959,0.000388,0.000773
PYCR1,0.3349105,0.000387,0.000773
FREM2,0.40923535,0.000331,0.000773
CES3,0.3614759,0.000388,0.000774
IGLV3-10,3.6041159,0.000106,0.000776
ZNF7,-0.2410605,0.00039,0.000777
CDH4,0.2676627,0.00039,0.000778
LOC105369313,1.4409814,0.000107,0.000778
LOC105376707,-0.7268547,0.000107,0.000779
PRAMEF17///PRAMEF10,0.21555051,0.000334,0.00078
NEGR1,-0.7514945,0.000392,0.000781
BIN3,-0.3392018,0.000392,0.000781
HERC2P2,0.9987067,0.000107,0.000782
OR5E1P,-1.5118871,0.000107,0.000782
IDI2-AS1,0.70751865,8.28e-06,0.000783
TXNDC16,0.3307,5.3e-05,0.000783
MEDAG,-2.0983475,5.31e-05,0.000783
LOC105372838,-1.6511694,0.000108,0.000784
LOC100128988,0.3182423,0.000393,0.000784
RGS2,-1.401634,0.000108,0.000784
SOWAHB,-0.25210914,0.000336,0.000784
EBNA1BP2,-0.4132295,0.000394,0.000785
DNASE2B,0.4835405,0.000395,0.000786
LOC105377395,1.4889657,0.000109,0.000789
BIK,1.4935578,0.000109,0.000789
SCEL,0.56549467,0.000339,0.000789
PDX1,0.2897936,0.000396,0.00079
LINGO4,0.2768082,0.000397,0.000791
JAKMIP2,-0.5565223,0.000397,0.000791
ZNF396,-0.4660086,0.000398,0.000793
LIF,-1.3595175,5.4e-05,0.000793
TMEM101,0.4066705,0.000399,0.000794
LINC01465,0.2640741,0.000399,0.000794
C19ORF25,0.2390977,0.000399,0.000795
STK32B,-0.3545675,5.45e-05,0.000798
IL17C,0.2596191,0.000401,0.000799
TSC1,0.48742,5.48e-05,0.0008
UCN3,0.2906777,0.000403,0.000801
LOC1720///DHFR,-0.6055164,0.000403,0.000803
GTF3C4,-0.2936636,0.000404,0.000804
TMEM55B,0.2978582,0.000405,0.000806
SNX15,-0.7200238,0.000111,0.000806
IGHV3-64D,3.9339049,0.000111,0.000807
GOLGA6L10,0.8341042,0.000111,0.000808
ST13P5,-0.2469273,0.000406,0.000808
HOXD10,0.3540518,0.000406,0.000808
TMEM200A,-0.83668,5.54e-05,0.000809
LINC00304,0.2995823,0.000407,0.000809
ACTG1P17,0.2633695,0.000407,0.00081
TRS-GCT3-1,-2.003702,0.000112,0.00081
TSGA10,1.734183,0.000112,0.000811
TRIR,-0.7386543,0.000112,0.000812
TLK2,-0.2197009,0.00041,0.000814
SARS2,0.2770345,0.000409,0.000814
LOC100133920,-0.559435,5.59e-05,0.000814
PRNP,-0.387515,5.59e-05,0.000815
CCDC137,0.2047523,0.000411,0.000817
SYT15B,-0.7900091,0.000113,0.000817
LOC100288884,0.52074243,0.000352,0.00082
LOC101928589,-0.8375884,0.000114,0.000822
KLK14,0.2561082,0.000415,0.000824
OTOG,0.2581036,0.000415,0.000825
KRTAP10-7,0.3074795,0.000415,0.000825
JTB,0.3195864,0.000416,0.000826
C20ORF181,0.2662864,0.000416,0.000826
ZNF80,1.242268,0.000115,0.000827
HECW1,1.4601196,0.000115,0.000827
OCA2,0.2714536,0.000417,0.000828
LINC01556,0.3035241,0.000417,0.000828
ABHD6///ABHD6,0.20082011,0.000357,0.00083
LRATD2,-0.6774683,0.000115,0.000831
KCNJ13,0.6529895,0.000115,0.000831
AQP2,0.3049782,0.000419,0.000831
SFTPC,0.47925978,0.000358,0.000831
ZNF586,0.5694646,0.000115,0.000831
NPIPA3,0.5410849,0.000116,0.000832
DUS1L,0.2969205,0.000419,0.000832
MAPK8IP1,0.3613391,0.00042,0.000834
TUBA1C,0.5080991,0.00042,0.000834
GOLGA8R///GOLGA8O///GOLGA8M///GOLGA8K///GOLGA8T///GOLGA8J///GOLGA8S///GOLGA8N,-0.20305702,0.000359,0.000834
CCDC105,0.2847173,0.000421,0.000835
LOC100996455,0.2908345,0.000422,0.000838
FAM185BP,0.9571908,0.000117,0.000838
TRAJ39,2.0906883,0.000117,0.000839
ZNF814,0.7349742,0.000117,0.000839
LOC107985360,0.8467554,0.000117,0.00084
LOC105373791,1.3605769,0.000117,0.000843
AKAP3,-0.3308464,0.000425,0.000843
LOC105379173,0.6666166,0.000118,0.000844
ZNF624,-0.3720918,0.000426,0.000844
POFUT2,0.2099136,0.000426,0.000845
PREB,0.323515,0.000426,0.000845
MR1,-0.21045288,0.000364,0.000845
KRT71,0.3263273,0.000428,0.000849
CEP76,-0.3243464,0.000429,0.000849
LOC401296,0.3024359,0.000429,0.00085
DGKE,-0.3934491,0.000429,0.00085
MYO18B,0.2687736,0.000429,0.000851
AMER3,0.3082918,0.00043,0.000853
MIR3142HG,1.3476505,0.000119,0.000853
LOC105379028,1.2879762,0.000119,0.000853
DCUN1D3,0.22557257,0.000368,0.000854
COL4A4,-0.750925,0.000119,0.000854
TMED9,-0.549685,5.92e-05,0.000854
OR4Q3,0.3494886,0.000431,0.000854
LINC01405,0.2948832,0.000431,0.000854
GAFA1,0.87310728,9.51e-06,0.000856
GPR137B,-0.665395,5.94e-05,0.000857
SRGAP2C///SRGAP2B///SRGAP2,-0.3703109,0.000433,0.000858
DDAH1,0.3802759,0.000434,0.000858
IGHV1-2,3.1401305,0.00012,0.000858
MIR192,0.2535082,0.000434,0.000858
PRR23B,0.2378614,0.000434,0.000859
ARSA,0.39418,0.000435,0.000861
AIRE,0.2472636,0.000436,0.000863
PRKXP1,1.4825752,0.000121,0.000864
LOC107987245,-1.0194922,0.000121,0.000865
EHF,1.264531,0.000121,0.000866
DUSP4,-0.18199982,0.000374,0.000866
PDIA2,0.2620668,0.000439,0.000868
MAML2///MAML2,0.3463877,0.000439,0.000868
TAPT1,0.3687275,6.05e-05,0.000868
ST13,-0.38951731,9.86e-06,0.000868
FOXR1,0.2491368,0.000439,0.000869
GSTM3,-0.8686714,0.000122,0.000869
LOC105375513,0.7651984,0.000122,0.00087
ZNF691,-0.56977685,9.98e-06,0.000872
RANBP3L,-0.7066836,0.000123,0.000872
RAET1E,-0.5352295,0.000442,0.000874
IGKV1D-8,-1.2990725,6.11e-05,0.000874
CRYM-AS1,1.1208586,0.000123,0.000875
DNAH8,1.5794614,0.000123,0.000875
DDRGK1,-0.545675,0.000123,0.000876
IGFBP-AS1,1.4697548,0.000123,0.000876
RHCG,0.3112591,0.000444,0.000878
BLOC1S1,-0.7434657,0.000124,0.000879
PGK1,0.17412382,0.000381,0.00088
OR7E19P,0.3259336,0.000446,0.000881
LMOD1,-0.35204945,0.000381,0.000881
HMX2,0.3436723,0.000446,0.000882
GML,-0.3802064,0.000446,0.000882
LAGE3,-0.2260625,6.18e-05,0.000882
SSR4,-0.22111634,0.000382,0.000883
TSPEAR,0.2327382,0.000447,0.000883
OR10C1,0.3150386,0.000447,0.000883
UNC119,0.3091223,0.000447,0.000883
NR1H4,0.3200182,0.000448,0.000884
SKP1,-0.3459464,0.00045,0.000889
ZSCAN10,0.26871,0.00045,0.000889
SH3BGRL,-0.55254791,1.04e-05,0.000889
C11ORF44,0.29161,0.000451,0.00089
ABCG4,0.2815664,0.000452,0.000892
HKR1,-0.66806134,1.05e-05,0.000892
KCNJ9,0.2659986,0.000452,0.000892
ASTN1,1.6435353,0.000126,0.000892
CHMP3,-0.6594745,0.000126,0.000895
CRACR2B,-0.99877956,1.06e-05,0.000897
CHRD,-0.52646,6.3e-05,0.000897
LOC105374480,2.0483958,0.000127,0.000897
PLXDC2,0.3860955,0.000456,0.000899
NUCB1-AS1,-1.0562245,0.000127,0.000899
ATRNL1,-0.4941495,0.000456,0.000899
LINC-PINT,0.61190211,1.07e-05,0.0009
CTSC,0.3167,0.000456,0.0009
SLC4A1,0.3226986,0.000457,0.000901
FOLH1,-1.3600472,0.000127,0.000901
SFTA1P,-1.4293444,0.000127,0.000901
MRTFB,0.3763959,0.000127,0.000901
ATG4C,0.8056,0.000127,0.000901
C22ORF23,-0.20318526,0.00039,0.000902
CD74,-1.0155976,0.000128,0.000902
IGLV7-43,2.4400302,0.000128,0.000904
LOC100130872,0.16770687,0.000393,0.000906
OXTR,-0.2168032,0.000393,0.000906
PLSCR1,0.24965762,0.000393,0.000906
PRM1,0.2879314,0.00046,0.000907
RASL10B,0.2894595,0.000461,0.000908
SDHAP1,0.2713,6.4e-05,0.000909
LOC107985795,-1.7681182,0.000129,0.000909
LOC100129476,0.2693236,0.000462,0.00091
CYP3A43,0.2109491,0.000462,0.00091
HIST2H4B///HIST2H4A,-0.6049214,0.000462,0.00091
SNRPF,-0.5529732,0.000462,0.000911
PPBPP2,0.2950595,0.000462,0.000911
TGM4,0.39457535,1.11e-05,0.000912
GLIDR,-0.61193486,1.12e-05,0.000912
LOC105375902,0.7649456,0.00013,0.000913
HMGN2P46,-0.18513127,0.000397,0.000914
C19ORF18,0.3513473,0.000464,0.000914
ZNF48,0.2266045,0.000465,0.000915
GRIK1,0.2965595,0.000464,0.000915
FLG,0.3286868,0.000466,0.000918
PRSS23,-0.6828568,0.000468,0.000921
URAD,0.3553936,0.000471,0.000927
DHDH,0.2697032,0.000472,0.000928
LOC112268195,-1.1256489,0.000132,0.00093
RAB28,0.2853768,0.000473,0.00093
SERPINB9,0.5417305,0.000474,0.000931
RAD51L3-RFFL///RAD51D,0.2013491,0.000473,0.000931
ABCC5-AS1,2.124141,0.000132,0.000931
TAAR9,0.3404005,0.000475,0.000933
OR52N1,-0.6863473,0.000474,0.000933
LOC286359,0.4251477,0.000475,0.000934
SNORA47,-1.4328793,0.000133,0.000934
FAM90A27P,0.3143782,0.000475,0.000934
CTSL3P,0.255085,0.000476,0.000935
SEMA3E,-1.9523073,0.000133,0.000935
APOL3,0.4498732,0.000476,0.000935
CMTR1,-0.2290045,0.000476,0.000935
FARSB,0.5174488,0.000133,0.000935
ASB3,0.44842,6.62e-05,0.000936
SHD,0.27587,0.000476,0.000936
TRAPPC2L,0.3732755,0.000477,0.000937
CCDC71L,0.25699743,0.000408,0.000938
SLC26A8,0.5500535,1.17e-05,0.000939
LOC149684///BPI,0.71380336,1.17e-05,0.000939
VTI1B,0.2953677,0.00048,0.000942
KREMEN2,0.3396436,0.00048,0.000942
B2M,1.146619,1.19e-05,0.000944
APOBEC3A,-1.8551394,0.000135,0.000947
CRIP3///CRIP3,0.29519,0.000482,0.000947
CANX,-0.3437591,0.000483,0.000948
OR13G1,0.3203423,0.000483,0.000948
POLR2J,0.2677727,0.000484,0.00095
LCE2A,0.3439168,0.000485,0.000952
MRPL48,0.2634314,0.000486,0.000954
ACACB,0.4658975,6.79e-05,0.000955
GOLGA6C///LOC645752///GOLGA6A///GOLGA6B,0.16441313,0.000415,0.000955
OR9Q2,0.32639,0.000487,0.000955
TYR,0.2933368,0.000487,0.000955
XKRX,-0.6228386,0.000488,0.000957
PRR22,0.252095,0.000488,0.000957
ZNF815P,0.8279736,0.000137,0.000962
LOC101928592,1.2929756,0.000138,0.000963
GAD1,2.7701928,0.000138,0.000964
CCNL2,-0.2044386,0.000492,0.000964
CACNA1E,2.0267975,0.000138,0.000964
ANO7,0.2535355,0.000492,0.000965
SCUBE2,-0.24287402,0.00042,0.000965
GNPDA1,0.19182813,0.000421,0.000967
C16ORF91,0.2400223,0.000493,0.000967
MLEC,-0.49265311,1.27e-05,0.000968
B4GALNT3,0.3962182,0.000494,0.000968
UBE2D1,-0.4122505,0.000494,0.000969
LOC107983950,0.9012906,0.000139,0.000969
KRTAP5-5,0.25942363,0.000423,0.000971
VSTM4,-0.7372631,0.000139,0.000971
LINC02646,1.2675856,0.000139,0.000971
MAEA,0.2763568,0.000495,0.000971
ARHGAP22-IT1,1.7003692,0.000139,0.000971
C11ORF72,0.2484582,0.000496,0.000972
LRRC57,0.2473518,0.000496,0.000972
NTN4,-0.4110764,0.000498,0.000976
TMCO5A,2.073718,0.00014,0.000977
SSMEM1,0.2651145,0.000499,0.000977
TVP23C-CDRT4,0.8297698,0.00014,0.000978
IMPG1,0.2545905,0.0005,0.000978
SPDYE13,1.0012444,0.000141,0.000979
GAS2L3,-0.6180509,0.0005,0.00098
ZNF577,-0.3413295,0.000501,0.00098
TMEM211,0.2845168,0.000501,0.00098
BEX5,0.4545668,0.000501,0.00098
TAF12,0.2844841,0.000501,0.000981
LINC02289,-1.7717117,0.000141,0.000981
TRIM59-IFT80,0.7234487,0.000141,0.000981
LOC105375721,-1.0692883,0.000141,0.000983
POM121L2,0.3118491,0.000503,0.000984
SFR1,0.3830645,0.000503,0.000984
MIR6741///PYCR2,-0.45799403,1.3e-05,0.000985
ARHGAP33,0.2501814,0.000505,0.000988
KLHL25,-0.63518,7.06e-05,0.000988
SNORD42B///CEP164,0.28023667,0.000431,0.000988
AQP10,0.16601006,0.000431,0.000989
NR5A2,0.28318908,0.000432,0.000991
PSORS1C1,0.5215141,0.000507,0.000991
PLA2G12AP1///PLA2G12A,0.2235423,0.000507,0.000992
SAR1A,-0.5076854,0.000143,0.000993
PMF1-BGLAP,-0.7814172,0.000144,0.000995
SNORA17A,-1.5625959,0.000144,0.000996
UGT2A3,0.12033046,0.000435,0.000998
TCEAL6///TCEAL2///TCEAL3,0.1696871,0.000435,0.000998
HSPB2,-1.0496446,0.000144,0.000999
SNURF///SNRPN,-0.40987231,1.34e-05,0.001
FBXO31,0.6500378,0.000145,0.001
KIAA0087,-1.4496658,0.000145,0.001
NAV2-AS5,-1.0246351,0.000145,0.001
NTSR1,0.3372132,0.000513,0.001
FBXO33,-0.2973486,0.000513,0.001
SCGB1D2,0.21455,0.000511,0.001
RNF157-AS1,-0.979775,7.18e-05,0.001
NDUFA10,0.4128825,7.24e-05,0.00101
FICD,0.6319996,0.000146,0.00101
KCTD8,0.2971141,0.000516,0.00101
MIR29B1,-0.5842868,0.000516,0.00101
PMAIP1,-0.62251,7.27e-05,0.00101
HIST1H4H,0.4147309,0.00052,0.00101
HSD17B1,0.3439659,0.000515,0.00101
RSG1,0.297665,0.000525,0.00102
CD209,-0.8179825,7.34e-05,0.00102
MYO1A,0.2659777,0.000525,0.00102
AKAP8,0.17297,0.000523,0.00102
FAM84B,0.18546731,0.000444,0.00102
MIR455,0.2922686,0.000524,0.00102
OTOF,0.2512105,0.000522,0.00102
RPUSD1,0.3140577,0.000524,0.00102
SNORD115-23///PWAR4,0.5884468,0.000522,0.00102
GSTO1,0.23465757,0.000448,0.00102
CNTNAP1,-0.20794618,0.000447,0.00102
USH2A,0.1829509,0.00053,0.00103
KRTCAP3,0.3472623,0.00053,0.00103
CCDC169-SOHLH2///CCDC169,-0.2217986,0.000526,0.00103
