gene,tissue,logFC,adj_p_value
LOC105375990,Liver,0.65,2.81e-05
LOC105376103,Liver,-1.47,0.000993
LOC105376105,Liver,1.07,0.00192
LOC105376281,Liver,-0.739,0.00323
LOC105376506,Liver,-0.8189672,0.000936
LOC105376972,Liver,0.628,0.00239
LOC105377177,Liver,1.27,0.00402
LOC105377277,Liver,0.7150603,0.00578
LOC105377296,Liver,0.884,0.00666
LOC105377351,Liver,1.61,0.000169
LOC105377374,Liver,0.623,0.000722
LOC105377405,Liver,0.6586142,4.22e-05
LOC105377524,Liver,0.675,0.000251
LOC105377685,Liver,-1.36,0.000247
LOC105377697,Liver,0.924,0.000817
LOC105377699,Liver,0.899,0.000376
LOC105378000,Liver,0.6120947,0.0166
LOC105378012,Liver,1.06,3.23e-07
LOC105378031,Liver,0.916,4.11e-05
LOC105378179,Liver,-1.320949,4.73e-06
LOC105378180,Liver,0.616,0.0481
LOC105378308,Liver,-1.5470056,0.00447
LOC105378340,Liver,0.743106,0.000417
LOC105378356,Liver,0.669,0.0183
LOC105378476,Liver,-2.13,1.98e-05
LOC105378477,Liver,-2.69,9.85e-09
LOC105378590,Liver,-0.6904086,0.00389
LOC105378593,Liver,-0.7433588,0.00678
LOC105378604,Liver,-0.6906368,0.0402
LOC105378642,Liver,0.678,0.00726
LOC105378701,Liver,0.779338,0.00157
LOC105378724,Liver,0.593,0.00268
LOC105378748,Liver,0.65,7.15e-05
LOC105378780,Liver,0.64,0.0101
LOC105378963,Liver,0.771,5.98e-06
LOC105378964,Liver,0.83,1.26e-05
LOC105379010,Liver,0.6305319,0.000713
LOC105379174,Liver,0.717,0.00751
LOC105379185,Liver,1.18,3.14e-05
LOC105379315,Liver,0.6930714,0.0166
LOC105379417,Liver,0.877,0.00783
LOC105379484,Liver,-0.6017028,0.0452
LOC105379599,Liver,-0.9969552,0.000202
LOC107984006,Liver,-0.6414846,0.0495
LOC107984116,Liver,0.648,0.00112
LOC107984137,Liver,0.664,0.000936
LOC107984198,Liver,0.740202,0.000244
LOC107984205,Liver,0.897,0.000698
LOC107984206,Liver,1.04,4.27e-05
LOC107984218,Liver,0.608275,0.00204
LOC107984253,Liver,1.1017785,0.00109
LOC107984256,Liver,0.868,0.00577
LOC107984264,Liver,1.4656841,1.94e-07
LOC107984537,Liver,0.7623133,0.0357
LOC107984593,Liver,-0.66,0.0172
LOC107984594,Liver,0.867,0.000221
LOC107984601,Liver,0.777,0.00094
LOC107984670,Liver,-0.8216502,0.00113
LOC107984760,Liver,0.6378047,0.000233
LOC107984770,Liver,-0.792,0.000786
LOC107984831,Liver,0.7000567,0.0451
LOC107984833,Liver,-0.9528181,0.00336
LOC107984871,Liver,-0.8652653,0.00579
LOC107984886,Liver,0.5894304,0.0042
LOC107984889,Liver,0.6115507,0.0386
LOC107984890,Liver,-0.6674515,0.0239
LOC107984997,Liver,0.671,6.12e-07
LOC107985014,Liver,0.69,5.29e-06
LOC107985041,Liver,0.97,4.3e-07
LOC107985088,Liver,0.855612,0.0163
LOC107985215,Liver,0.6173884,0.0198
LOC107985369,Liver,0.686,2.58e-06
LOC107985435,Liver,1.451577,2.5e-06
LOC107985446,Liver,1.2182884,0.00078
LOC107985497,Liver,-0.756338,0.000956
LOC107985506,Liver,-1.28,0.00014
LOC107985556,Liver,-1.1292779,0.000401
LOC107985634,Liver,2.8,4.03e-05
LOC107985676,Liver,0.6727031,0.00708
LOC107985681,Liver,0.628,0.000515
LOC107985692,Liver,0.821,0.000373
LOC107985728,Liver,-1.1265573,8.03e-07
LOC107985767,Liver,0.587,0.00143
LOC107985862,Liver,0.92,6.76e-05
LOC107985926,Liver,0.7286626,6.73e-06
LOC107985978,Liver,0.7540905,0.0169
LOC107986011,Liver,0.972,6.11e-06
LOC107986023,Liver,0.68,0.000275
LOC107986025,Liver,0.8185771,0.00714
LOC107986082,Liver,0.666,0.0155
LOC107986126,Liver,-0.719,0.0012
LOC107986160,Liver,-0.884,0.00524
LOC107986175,Liver,-0.8371744,0.00842
LOC107986260,Liver,0.601,0.00692
LOC107986432,Liver,0.685,0.000252
LOC107986477,Liver,-0.588,0.000614
LOC107986544,Liver,0.921,0.00294
LOC107986567,Liver,0.9901365,0.000149
LOC107986570,Liver,1.26,4.66e-06
LOC107986589,Liver,-0.61,0.0343
LOC107986598,Liver,0.6114535,0.0311
LOC107986613,Liver,0.763,1.13e-05
LOC107986614,Liver,0.7441527,0.000397
LOC107986644,Liver,0.963,7.4e-08
LOC107986650,Liver,0.591,0.00599
LOC107986744,Liver,0.621,0.00644
LOC107986772,Liver,0.653,6.06e-05
LOC107986780,Liver,0.816,0.0254
LOC107986959,Liver,-0.739,0.00133
LOC107987006,Liver,0.6146586,0.00182
LOC107987054,Liver,0.649,8.43e-06
LOC107987085,Liver,1.08,0.0025
LOC107987100,Liver,0.601,0.00273
LOC107987110,Liver,-1.07,0.00128
LOC107987148,Liver,-0.604,0.0226
LOC107987158,Liver,-1.0898609,2.99e-06
LOC107987171,Liver,0.5924234,0.00143
LOC107987180,Liver,0.623,0.0428
LOC107987206,Liver,-1.3836236,4.54e-06
LOC107987292,Liver,-0.945303,1.21e-06
LOC107987302,Liver,-1.23,0.000272
LOC107987398,Liver,-0.6009474,0.0017
LOC110091777,Liver,0.6093086,0.0282
LOC112267900,Liver,0.618,3.11e-06
LOC112267909,Liver,0.783,0.000396
LOC112267993,Liver,0.6427939,0.0176
LOC112268037,Liver,-0.725,0.00693
LOC112268045,Liver,0.6729446,0.000343
LOC112268079,Liver,-1.1169121,4.01e-05
LOC112268179,Liver,-0.6280212,0.00163
LOC112268219,Liver,-0.6361362,0.00088
LOC112268288,Liver,-0.6093228,0.00559
LOC260339,Liver,-3.301772,7.39e-11
LOC284441,Liver,-0.8079481,0.0287
LOC284912,Liver,-2.782998,2.09e-09
LOC285453,Liver,0.986296,1.02e-05
LOC389199,Liver,-1.075461,5.08e-06
LOC399900,Liver,-1.143669,0.00131
LOC400464,Liver,-2.888343,1.76e-10
LOC400499,Liver,-0.6626366,0.000118
LOC401191,Liver,-2.619455,3.02e-07
LOC401589,Liver,-2.00541,2.37e-07
LOC440313,Liver,-1.293359,0.00843
LOC440570,Liver,-4.836259,1.36e-07
LOC440742,Liver,-1.755994,6.65e-08
LOC606724,Liver,-1.134591,1.42e-06
LOC652276,Liver,-1.804173,0.00104
LOC728989,Liver,1.90238,6.66e-06
LOC729609,Liver,-0.761203,0.0139
LOC730101,Liver,0.895139,0.000393
LOC91450,Liver,-0.7231619,0.005
LONP1,Liver,1.89965,7.63e-05
LOXL4,Liver,-0.891,4.52e-06
LPA /// LPAL2,Liver,1.5537802,0.02009
LPAR2,Liver,-1.11,3.51e-08
LPCAT2,Liver,-0.587,1.54e-05
LRATD1,Liver,2.366681,3.5e-12
LRCH4,Liver,-1.0391764,9.86e-07
LRFN2,Liver,-1.570253,0.00339
LRFN4,Liver,-1.5876412,6.17e-06
LRIG2,Liver,1.796307,8.63e-07
LRIG3-DT,Liver,0.685,5.68e-05
LRIT1,Liver,-3.175346,1.74e-07
LRIT3,Liver,-2.257193,4.14e-05
LRP3,Liver,-0.9511438,0.000497
LRRC10,Liver,-1.44221,5.64e-07
LRRC14B,Liver,-0.593208,0.0465
LRRC20,Liver,-1.21059,0.0262
LRRC24,Liver,-0.9409766,0.000253
LRRC3,Liver,1.386582,1.44e-07
LRRC37A2,Liver,-4.042068,3.95e-08
LRRC37A5P,Liver,0.6297422,0.0107
LRRC37A6P,Liver,-1.17608,9.35e-07
LRRC37B,Liver,-1.173279,0.0017
LRRC3DN,Liver,0.71090792,0.0200101
LRRC45,Liver,-3.02034,2.7e-05
LRRC51,Liver,-1.74383,0.000405
LRRC52,Liver,-3.366504,3.08e-08
LRRC56,Liver,-0.603206,0.00954
LRRC69,Liver,0.90418,6.49e-05
LRRC73,Liver,-1.48919,8.72e-05
LRRC8E,Liver,-2.256397,2.26e-05
LRRN4CL,Liver,-2.017725,3.47e-07
LRRTM4-AS1,Liver,0.9748209,0.00416
LRWD1,Liver,-0.8010124,0.000277
LSM10,Liver,0.620389,0.0389
LSM14B,Liver,2.654705,7.33e-05
LSMEM2,Liver,-2.175093,8.07e-06
LTAP1,Liver,1.785129,8.76e-08
LTB4R2,Liver,-1.34861,0.0255
LTC4S,Liver,-2.925608,0.001
LTO1,Liver,-1.048058,0.00302
LUZP6,Liver,-1.331433,0.01
LY6D,Liver,-2.170934,0.00109
LY6G6D,Liver,-4.0998,1.78e-06
LY6G6E,Liver,-1.599832,0.000905
LYNX1-SLURP2,Liver,-0.9254954,0.00102
LYPD4,Liver,0.701937,0.00151
LYPD6,Liver,-1.171155,6.73e-05
LYPD6B,Liver,-2.837022,4.02e-07
LYPLA2P1,Liver,0.603785,0.0118
LYRM4,Liver,-1.263579,0.00687
LYSET,Liver,0.765556,0.00299
LYSMD1,Liver,-0.677732,0.016
LZTS1,Liver,-2.70743,2.76e-06
MACIR,Liver,-0.796547,0.0328
MACROH2A1,Liver,2.333058,2.11e-13
MAD2L2,Liver,-0.7156873,2.46e-05
MAEL,Liver,1.1027437,4.01e-05
MAF,Liver,3.263651,6.69e-07
MAFB,Liver,1.139873,0.0252
MAFG,Liver,-1.385998,5.33e-05
MAG,Liver,-2.240169,0.00196
MAGEA2,Liver,-3.477299,2.86e-06
MAGEA5P,Liver,-1.615165,0.00265
MAGEE1,Liver,0.965438,2.06e-05
MAGEE2,Liver,-1.183098,0.00426
MAGEL2,Liver,1.298817,1.44e-06
MAGIX,Liver,-0.843907,0.00167
MAIP1,Liver,1.317118,7.62e-05
MAJIN,Liver,-2.341986,2.63e-05
MAML2,Liver,1.098702,1.44e-05
MAMSTR,Liver,-0.7404269,0.00137
MANCR,Liver,-2.03997,0.00288
MAP1LC3B2,Liver,-2.51246,0.000129
MAP2K1,Liver,1.572049,8e-06
MAP3K10,Liver,-1.0654063,6.23e-07
MAP3K20,Liver,1.531807,1.27e-06
MAP3K9,Liver,1.407713,2.81e-07
MAP4K1,Liver,-0.6949266,4.59e-07
MAPDA,Liver,-1.328489,0.000371
MAPK11,Liver,-1.1076858,4.04e-07
MAPK8IP2,Liver,1.743981,9.25e-06
MAPK9,Liver,1.819174,8.78e-08
MAPT-AS1,Liver,0.702116,0.0021
MAPT-IT1,Liver,-1.301986,0.000718
MARCHF11,Liver,-3.096027,2.72e-06
MARCHF2,Liver,-3.243616,2.98e-06
MARCHF3,Liver,-1.959709,0.000602
MARCHF4,Liver,-2.627314,6.05e-06
MARCHF8,Liver,-2.489057,1.97e-07
MARS1,Liver,0.742983,0.00272
MARVELD2,Liver,1.792588,1.19e-07
MASP2,Liver,2.869526,2.69e-09
MAST2,Liver,0.940198,0.00109
MAST4,Liver,-0.7025837,0.0222397
MATK,Liver,-1.67,6.27e-09
MATN1,Liver,-1.454,2.38e-05
MB21D2,Liver,-0.889,0.000109
MBD3,Liver,-1.4726073,7.8e-07
MBD3L5,Liver,-4.971275,2.85e-09
MBLAC1,Liver,-1.475366,7.83e-05
MBOAT1,Liver,0.979119,0.000357
MC2R,Liver,-0.807017,0.0194
MCC,Liver,2.055526,2.95e-11
MCL1,Liver,1.50662,2.97e-05
MCM2,Liver,-0.95,1.17e-05
MCM4,Liver,0.991571,0.00174
MCMDC2,Liver,-1.732554,2.02e-07
MCRIP2,Liver,3.845872,2.51e-11
MDFI,Liver,0.954496,0.000919
MDP1,Liver,1.354728,2.81e-07
ME3,Liver,-2.067072,0.000258
MEAK7,Liver,1.865159,7.41e-09
MED28,Liver,1.48925,8.53e-05
MED31,Liver,0.731543,0.00277
MED9,Liver,0.807277,0.00638
MEG8,Liver,-2.285827,0.000199
MEGF11,Liver,-2.697928,2.88e-08
MEI4,Liver,0.7787092,0.000495
MEIOB,Liver,-2.214502,1.1e-07
MEIS3,Liver,-0.8443467,0.00119
MEOX2,Liver,-0.914221,0.00777
MESTIT1,Liver,-1.547438,4.14e-07
METRN,Liver,4.128571,2.13e-08
METTL27,Liver,-1.062268,0.00183
MFSD4B-DT,Liver,0.8578646,1.84e-07
MGAM2,Liver,1.060949,0.000102
MGME1,Liver,-1.600729,5.82e-05
MGMT,Liver,-0.801621,0.0298
MIA-RAB4B,Liver,-0.6026807,0.000136
MIB2,Liver,-0.7008214,0.00025
MICOS10,Liver,-1.688458,0.000614
MIEF2,Liver,-2.531202,0.00153
MIF,Liver,-1.4390475,8.42e-05
MILIP,Liver,-3.87286,3.69e-09
MIMS2,Liver,1.758737,3.43e-05
MIMT1,Liver,-1.185545,0.00234
MIOX,Liver,-3.159496,7.14e-05
MIR1-1,Liver,1.009944,1.67e-05
MIR100,Liver,-1.228302,0.000367
MIR10394,Liver,-0.9144772,5.66e-05
MIR106A,Liver,1.239342,6.2e-06
MIR106B,Liver,0.588602,0.0139
MIR1178,Liver,-1.117658,0.000191
MIR1180,Liver,-1.203624,0.0366
MIR1185-1,Liver,1.784138,1.58e-07
MIR1200,Liver,-1.62516,0.000333
MIR1202,Liver,0.594881,0.00325
MIR1203,Liver,1.494875,0.017
MIR1204,Liver,-0.827395,0.00433
MIR1207,Liver,-1.93228,5.54e-06
MIR1208,Liver,-4.238764,5.44e-10
MIR1227,Liver,-0.856045,0.0289
MIR1228,Liver,1.719548,0.000291
MIR1229,Liver,1.379571,5.4e-07
MIR124-1HG,Liver,-2.875741,1.61e-07
MIR1245A,Liver,0.795208,0.000298
MIR1251,Liver,-2.748322,0.000637
MIR1252,Liver,0.95442,0.00191
MIR1253,Liver,1.358988,5.59e-06
MIR1257,Liver,1.253949,9.37e-08
MIR1258,Liver,0.604457,0.00356
MIR1261,Liver,0.599541,0.00107
MIR1262,Liver,0.617473,0.00213
MIR1265,Liver,-1.075216,0.000164
MIR1269A,Liver,0.847436,0.00115
MIR1272,Liver,-2.270482,5.5e-06
MIR1275,Liver,1.46705,2.74e-06
MIR1277,Liver,0.945807,7.34e-07
MIR128-1,Liver,-7.079163,4.850000000000001e-21
MIR128-2,Liver,-2.235735,1.74e-05
MIR1286,Liver,-1.731348,0.00126
MIR1288,Liver,-1.475532,0.00655
MIR1289-1,Liver,1.718214,9.87e-09
MIR1289-2,Liver,-2.897235,1.1e-09
MIR129-1,Liver,-1.020861,0.0092
MIR1290,Liver,0.735531,0.0179
MIR1292,Liver,0.920311,0.000582
MIR1293,Liver,0.618078,0.0018
MIR1295A,Liver,-0.992523,8.02e-05
MIR1298,Liver,-0.974933,0.0031
MIR1299,Liver,-1.470288,0.00167
MIR1301,Liver,-1.225115,0.00968
MIR1302-1,Liver,0.711284,0.00287
MIR1302-5,Liver,0.794288,0.000687
MIR1302-7,Liver,0.67278,0.000423
MIR1304,Liver,-0.62,0.0127
MIR130A,Liver,-1.680877,7.31e-05
MIR1321,Liver,0.607644,0.00677
MIR1324,Liver,-1.557795,0.00173
MIR133B,Liver,-0.936531,0.0126
MIR134,Liver,-1.919357,0.000321
MIR137,Liver,2.295411,1.67e-11
MIR138-2,Liver,-1.523707,0.0047
MIR141,Liver,-0.803899,0.00591
MIR144,Liver,1.093871,4.26e-07
MIR1468,Liver,-1.298209,6.74e-05
MIR146B,Liver,-3.940656,1.47e-09
MIR1471,Liver,-1.31817,4.87e-05
MIR152,Liver,-1.832904,0.000859
MIR153-2,Liver,-1.395041,0.00489
MIR16-2,Liver,0.831684,0.000521
MIR181C,Liver,0.863885,0.00107
MIR181D,Liver,-1.309332,0.000219
MIR183,Liver,-1.473744,0.00295
MIR1908,Liver,-1.618825,0.00687
MIR1909,Liver,1.066401,0.00325
MIR1911,Liver,-2.438705,0.00044
MIR1913,Liver,-2.558084,0.000128
MIR1914,Liver,1.701422,2.37e-08
MIR1915,Liver,1.253177,9.43e-05
MIR192,Liver,2.541867,3.81e-07
MIR193A,Liver,-1.279688,0.0192
MIR194-2,Liver,1.046795,1.06e-05
MIR1972-1,Liver,0.588,0.0122
MIR199A1,Liver,-1.030617,0.00815
MIR199A2,Liver,-1.891772,0.000405
MIR200A,Liver,-1.486833,0.00153
MIR200C,Liver,-0.754901,0.0292
MIR2052,Liver,0.702902,0.000586
MIR210,Liver,1.656807,0.0111
MIR211,Liver,-1.428185,1.71e-05
MIR2117,Liver,0.616842,0.01
MIR218-2,Liver,1.205899,7.08e-06
MIR219A2,Liver,-1.692516,0.00385
MIR2276,Liver,1.205593,0.0232
MIR2278,Liver,-1.127613,0.00431
MIR24-1,Liver,1.179617,0.00138
MIR26A1,Liver,-0.801897,0.0159
MIR26B,Liver,0.945285,0.000431
MIR298,Liver,-2.490299,4.96e-05
MIR299,Liver,0.666044,0.037
MIR29A,Liver,0.928986,8.51e-05
MIR29B1,Liver,1.669997,2.43e-07
MIR300,Liver,1.873342,2.48e-08
MIR301A,Liver,-1.023578,6.08e-05
MIR302C,Liver,1.231313,4.61e-06
MIR302F,Liver,0.701642,0.00673
MIR30DHG,Liver,0.612,1.88e-07
MIR30E,Liver,1.333057,0.00258
MIR31,Liver,-0.685259,0.00905
MIR320B2,Liver,1.807704,3.55e-07
MIR323B,Liver,0.62489,0.0108
MIR324,Liver,-1.749958,2.53e-06
MIR328,Liver,0.787046,0.000122
MIR331,Liver,-0.820055,8.06e-05
MIR335,Liver,1.348788,3.64e-07
MIR338,Liver,-2.269323,0.000848
MIR340,Liver,0.984487,4.92e-06
MIR3591,Liver,0.625,0.00906
MIR361,Liver,1.238837,3.41e-07
MIR363,Liver,0.934409,1.58e-05
MIR3652,Liver,-1.6605289,2.7e-07
MIR365B,Liver,0.661668,0.00773
MIR3667HG,Liver,-2.960747,3.12e-06
MIR369,Liver,0.921661,0.000385
MIR370,Liver,-3.92796,2.13e-06
MIR373,Liver,0.834935,0.000698
MIR374A,Liver,0.84916,0.000819
MIR375,Liver,-2.647973,0.000544
MIR376A1,Liver,1.211295,2.17e-05
MIR376B,Liver,0.729641,0.00275
MIR380,Liver,0.869413,0.00547
MIR384,Liver,0.742671,0.000434
MIR409,Liver,0.819171,4.84e-05
MIR410,Liver,0.855251,1.36e-05
MIR412,Liver,0.827092,0.000336
MIR422A,Liver,-3.382065,2.1e-08
MIR423,Liver,0.719673,0.00181
MIR4308,Liver,0.6272254,0.0119
MIR449A,Liver,-0.741154,0.00464
MIR449C,Liver,-2.294891,1.48e-10
MIR452,Liver,0.730749,0.000224
MIR4709,Liver,-0.71,3.81e-07
MIR4721,Liver,-0.9840466,0.00107
MIR4751,Liver,-0.9857862,0.000117
MIR486-1,Liver,1.465867,2.04e-05
MIR498,Liver,1.482847,8.35e-08
MIR499A,Liver,-0.637202,0.0369
MIR505,Liver,1.439486,9.88e-06
MIR509-2,Liver,0.602192,0.00994
MIR513A2,Liver,-0.728128,0.0114
MIR514A2,Liver,0.743412,0.00165
MIR519D,Liver,0.665717,0.00129
MIR520H,Liver,-1.577828,0.00024
MIR539,Liver,0.618112,0.00664
MIR542,Liver,-0.831583,0.01
MIR548A1,Liver,0.605266,0.00245
MIR548A2,Liver,1.238692,1.51e-05
MIR548A3,Liver,0.736323,0.0182
MIR548AH,Liver,0.618,0.00892
MIR548E,Liver,0.735301,0.00028
MIR548F4,Liver,0.773706,0.00118
MIR548H3,Liver,0.627481,0.00731
MIR548H4,Liver,0.69974,0.0193
MIR548I1,Liver,-1.639057,0.000564
MIR548I2,Liver,0.697254,0.0137
MIR548K,Liver,0.664691,0.00577
MIR548L,Liver,0.78328,0.0435
MIR548Q,Liver,1.040932,1.58e-05
MIR549A,Liver,0.789536,0.00247
MIR550A2,Liver,-1.187382,0.000141
MIR551B,Liver,-1.44098,1.04e-05
MIR554,Liver,-2.76523,4.6e-07
MIR556,Liver,1.018571,0.000312
MIR561,Liver,1.787904,1.08e-08
MIR562,Liver,0.920706,7.95e-06
MIR5706,Liver,0.6966069,0.00195
MIR572,Liver,0.935606,0.00184
MIR575,Liver,-3.928972,3.15e-10
MIR577,Liver,1.370257,8.82e-07
MIR582,Liver,0.788092,0.00577
MIR586,Liver,1.091858,2.86e-05
MIR591,Liver,1.90639,3.44e-09
MIR592,Liver,-1.10563,0.0318
MIR595,Liver,-0.941182,0.0082
MIR596,Liver,-3.10777,7.15e-05
MIR599,Liver,-1.866672,5.66e-06
MIR603,Liver,0.787427,0.00017
MIR605,Liver,0.62405,0.00232
MIR606,Liver,0.608159,0.0192
MIR610,Liver,1.164908,5.75e-05
MIR611,Liver,-0.735506,0.00523
MIR627,Liver,1.408996,2.78e-07
MIR629,Liver,1.481856,1.09e-07
MIR631,Liver,-2.090695,4.91e-05
MIR636,Liver,1.477887,0.000233
MIR640,Liver,-1.123175,0.000576
MIR641,Liver,1.294107,0.000334
MIR646HG,Liver,-1.586038,6.8e-06
MIR651,Liver,0.887179,6.72e-05
MIR653,Liver,-0.703422,0.00413
MIR654,Liver,-1.831464,8.81e-05
MIR656,Liver,0.614933,0.00614
MIR657,Liver,-1.729307,0.00167
MIR660,Liver,-1.532274,7.04e-05
MIR665,Liver,0.778328,0.000114
MIR668,Liver,-0.99273,0.00515
MIR6761,Liver,-0.6161277,0.0283
MIR6840,Liver,-0.6510019,0.019
MIR6845,Liver,-0.9111196,0.00665
MIR7-3,Liver,-4.026198,4.16e-08
MIR7-3HG,Liver,-2.345882,5.75e-05
MIR708,Liver,1.013519,8.52e-05
MIR744,Liver,-1.459979,0.000224
MIR769,Liver,-2.997526,9.54e-05
MIR770,Liver,-1.246115,0.00317
MIR885,Liver,1.169807,8.47e-07
MIR888,Liver,0.713781,0.0044
MIR889,Liver,2.179652,1.93e-08
MIR890,Liver,0.840306,0.000514
MIR891B,Liver,0.894846,9.9e-05
MIR892A,Liver,-0.647371,0.0217
MIR9-1HG,Liver,-1.361307,0.000352
MIR9-2HG,Liver,-0.674234,0.0375
MIR9-3,Liver,-1.226982,0.00284
MIR921,Liver,-0.984141,0.0306
MIR924,Liver,-0.728525,0.0452
MIR92A2,Liver,0.688085,0.000975
MIR92B,Liver,1.138691,0.0272
MIR933,Liver,-2.402878,0.00108
MIR938,Liver,0.761645,0.0182
MIR944,Liver,0.67081,0.00247
MIR96,Liver,-1.79361,0.00137
MIR99B,Liver,-1.544846,0.0161
MIRLET7D,Liver,1.039807,0.00579
MIRLET7G,Liver,0.659522,9.18e-05
MISO1,Liver,-3.132412,9.99e-08
MISP,Liver,0.778608,0.00537
MIXL1,Liver,-2.571074,3.36e-06
MKS1,Liver,2.406171,3.24e-11
MLL5,Liver,-1.2422671,0.00933
MLNR,Liver,-2.691129,2.74e-08
MMEL1,Liver,0.829191,0.00246
MMUT,Liver,1.912746,8.41e-08
MNX1,Liver,1.068847,8.96e-06
MOB1B,Liver,0.830117,0.00615
MOB3C,Liver,0.853932,7.68e-05
MOCOS,Liver,3.023612,1.14e-06
MOCS1,Liver,1.64659,1.03e-06
MOGAT2,Liver,1.074112,5.94e-06
MORN1,Liver,-1.962281,8.92e-06
MORN3,Liver,-0.734,0.000951
MOS,Liver,0.699463,0.000981
MPC1,Liver,1.754066,0.000426
MPZ,Liver,1.124991,9.57e-06
MRAP2,Liver,-0.617011,0.00176
MRE11,Liver,-1.167521,0.000206
MRGPRX4,Liver,-2.152263,0.00025
MRM1,Liver,0.833294,0.00536
MRM2,Liver,1.242816,1.08e-05
MRNIP,Liver,0.815751,0.000363
MROH2B,Liver,-1.650806,0.000116
MROH6,Liver,-1.0363086,0.00021
MRPL12,Liver,4.599054,4.67e-10
MRPL14,Liver,-1.21253,0.000485
MRPL18,Liver,0.851429,0.00329
MRPL20-AS1,Liver,-0.861832,0.0161
MRPL22,Liver,1.846669,3.76e-09
MRPL27,Liver,-0.913863,0.000509
MRPL46,Liver,1.394667,0.000259
MRPL51,Liver,1.281015,0.000305
MRPL55,Liver,2.011301,6.04e-07
MRPS15,Liver,-0.731655,0.0158
MRPS23,Liver,-1.25782,0.00327
MRPS27,Liver,2.111737,2.28e-11
MRPS28,Liver,1.271102,0.000232
MRPS30,Liver,1.290581,0.00012
MRPS31P5,Liver,1.439084,2.35e-07
MRPS35,Liver,1.336207,2.74e-05
MRPS6,Liver,-1.233413,0.00199
MRPS7,Liver,-1.331883,0.00375
MRRF,Liver,1.345326,3.26e-06
MRTO4,Liver,-1.406072,0.0159
MS4A10,Liver,-2.203489,1.52e-05
MS4A5,Liver,-0.721682,0.0192
MSANTD1,Liver,-3.28828,9.06e-07
MSL2,Liver,1.574613,5.64e-07
MSLNL,Liver,-0.822351,0.00312
MSMP,Liver,-2.485514,0.00013
MSRA,Liver,0.932691,0.019
MST1R,Liver,-0.778853,0.00169
MSX2P1,Liver,-3.129121,6.2e-07
MT1B,Liver,-1.280852,0.0107
MT1H,Liver,3.627121,7.38e-08
MT1IP,Liver,-3.126223,2.46e-07
MT1L,Liver,-0.7610782,0.00593
MT3,Liver,-3.173322,6.48e-08
MTCL1,Liver,-0.697,3.14e-07
MTCL3,Liver,-1.790702,2.44e-05
MTFR1L,Liver,1.019105,0.00662
MTHFS,Liver,1.518422,0.000558
MTLN,Liver,-0.7313357,0.000151
MTMR11,Liver,-0.641,2.35e-05
MTRES1,Liver,1.113487,2.32e-05
MTREX,Liver,0.756473,0.0169
MTRNR2L1,Liver,-3.3,9.71e-10
MTRNR2L10,Liver,-6.0,5.03e-20
MTRNR2L2,Liver,-2.3299686,1.71e-06
MTRNR2L8,Liver,-1.06,0.0096
MTRNR2L9,Liver,-0.85,0.00506
MTSS1,Liver,1.462772,2.5e-05
MUC21,Liver,-2.671983,1.89e-07
MXI1,Liver,2.852152,2.85e-09
MYADML,Liver,0.967556,8.99e-05
MYBBP1A,Liver,-0.7108408,4.35e-06
MYBPC1,Liver,-3.739503,3.43e-09
MYBPC3,Liver,-0.814108,0.0013
MYBPHL,Liver,-3.947212,1.16e-09
MYCL,Liver,1.267978,4.98e-07
MYCN,Liver,-3.33383,6.42e-06
MYEOV,Liver,-0.665566,0.00341
MYF6,Liver,-1.65502,0.000432
MYH16,Liver,-4.822904,4.62e-07
MYL11,Liver,-1.151565,1.97e-05
MYL5,Liver,-0.6315901,6.57e-05
MYL7,Liver,2.043524,9.18e-09
MYLK4,Liver,-0.71795,0.00496
MYMK,Liver,-1.612211,3.64e-05
MYO18B,Liver,-4.030514,1.54e-06
MYORG,Liver,1.722658,1.07e-09
MYPOP,Liver,-2.398747,0.000597
MYT1,Liver,-2.543423,7.6e-06
MYT1L-AS1,Liver,-2.274588,6.11e-06
NAA20,Liver,-1.070594,0.00126
NAA80,Liver,-0.6331843,0.000912
NAALADL2-AS3,Liver,0.659,0.00262
NACA4P,Liver,-2.908776,3.16e-07
NAGA,Liver,1.681695,0.00486
NAGLU,Liver,-1.006069,0.00355
NALCN-AS1,Liver,-0.804,0.000661
NALF1,Liver,-1.656141,5.3e-05
NALT1,Liver,-0.7330107,0.00995
NANOS1,Liver,-0.601978,0.00256
NAPB,Liver,1.192019,0.00213
NAT16,Liver,-4.525608,1.96e-06
NAT8,Liver,2.191165,3.11e-10
NAT8B,Liver,-1.735135,0.000239
NAV2-AS2,Liver,-0.5889135,4.8e-05
NBPF11,Liver,2.215165,2.65e-08
NBPF13P,Liver,0.588,3.32e-05
NBPF22P,Liver,-1.465061,5.51e-05
NBPF7P,Liver,-0.67654,0.00629
NBPF9,Liver,0.97215717,0.0004055
NBR1,Liver,-1.670435,0.00942
NCAN,Liver,1.705429,2.62e-08
NCAPH2,Liver,-0.8335934,2.4e-06
NCCRP1,Liver,-1.988377,2.48e-05
NCOA3,Liver,1.212349,9.58e-07
NCOA5,Liver,0.870742,0.00275
NCOA7-AS1,Liver,0.619,0.000108
NCOR1P1,Liver,0.92016,2.29e-05
NCR2,Liver,0.887448,0.00233
NCRNA00250,Liver,0.994,8.01e-05
ND1,Liver,-0.819,0.000174
ND3,Liver,-0.715,0.000296
NDEL1,Liver,2.554225,1.47e-07
