ID	adj.P.Val	P.Value	t	B	logFC
101928942_at	9.31e-01	8.13e-01	2.38e-01	-6.36209	3.94e-02
101926904_at	9.31e-01	8.13e-01	2.38e-01	-6.3621	3.87e-02
84676_at	9.31e-01	8.13e-01	-2.38e-01	-6.36211	-4.87e-02
339766_at	9.31e-01	8.13e-01	2.38e-01	-6.36212	3.43e-02
132989_at	9.31e-01	8.13e-01	2.38e-01	-6.36213	5.58e-02
6183_at	9.31e-01	8.13e-01	-2.38e-01	-6.36214	-5.64e-02
353133_at	9.31e-01	8.14e-01	2.38e-01	-6.36216	1.30e-01
100240734_at	9.31e-01	8.14e-01	2.38e-01	-6.3622	1.43e-01
101928331_at	9.31e-01	8.14e-01	2.37e-01	-6.36226	7.55e-02
284577_at	9.31e-01	8.14e-01	2.37e-01	-6.36228	4.66e-02
84946_at	9.31e-01	8.14e-01	-2.37e-01	-6.36235	-5.28e-02
128367_at	9.31e-01	8.14e-01	2.37e-01	-6.36237	4.22e-02
83881_at	9.31e-01	8.14e-01	2.37e-01	-6.3624	3.87e-02
100507401_at	9.31e-01	8.14e-01	2.37e-01	-6.36241	4.85e-02
101930746_at	9.31e-01	8.15e-01	-2.36e-01	-6.36251	-3.56e-02
4759_at	9.31e-01	8.15e-01	2.36e-01	-6.36251	4.47e-02
3267_at	9.31e-01	8.15e-01	2.36e-01	-6.36254	3.67e-02
121665_at	9.31e-01	8.15e-01	-2.36e-01	-6.36254	-5.20e-02
8823_at	9.31e-01	8.15e-01	-2.36e-01	-6.36254	-4.05e-02
57498_at	9.31e-01	8.15e-01	2.36e-01	-6.36254	3.56e-02
64115_at	9.31e-01	8.15e-01	-2.36e-01	-6.36258	-6.07e-02
551_at	9.31e-01	8.15e-01	-2.36e-01	-6.36258	-5.91e-02
143689_at	9.31e-01	8.15e-01	2.36e-01	-6.36259	5.90e-02
55055_at	9.31e-01	8.15e-01	2.36e-01	-6.3626	6.12e-02
5225_at	9.31e-01	8.15e-01	2.36e-01	-6.36262	4.28e-02
101929504_at	9.31e-01	8.15e-01	-2.36e-01	-6.36262	-5.78e-02
347411_at	9.31e-01	8.15e-01	2.36e-01	-6.36263	4.29e-02
29964_at	9.32e-01	8.15e-01	2.36e-01	-6.36265	6.84e-02
101928002_at	9.32e-01	8.15e-01	-2.36e-01	-6.36266	-5.75e-02
101927528_at	9.32e-01	8.15e-01	-2.36e-01	-6.36268	-5.59e-02
57380_at	9.32e-01	8.15e-01	2.36e-01	-6.36269	5.35e-02
401236_at	9.32e-01	8.15e-01	2.36e-01	-6.36269	5.35e-02
388701_at	9.32e-01	8.15e-01	-2.36e-01	-6.36271	-7.39e-02
406885_at	9.32e-01	8.15e-01	2.36e-01	-6.36273	4.62e-02
285735_at	9.32e-01	8.15e-01	2.36e-01	-6.36274	4.24e-02
28882_at	9.32e-01	8.15e-01	-2.35e-01	-6.36276	-6.17e-02
157310_at	9.32e-01	8.16e-01	2.35e-01	-6.36277	9.64e-02
1734_at	9.32e-01	8.16e-01	-2.35e-01	-6.36277	-4.65e-02
7033_at	9.32e-01	8.16e-01	-2.35e-01	-6.36278	-4.63e-02
11041_at	9.32e-01	8.16e-01	2.35e-01	-6.36278	6.65e-02
148223_at	9.32e-01	8.16e-01	2.35e-01	-6.3628	6.67e-02
388591_at	9.32e-01	8.16e-01	-2.35e-01	-6.36289	-5.10e-02
26260_at	9.32e-01	8.16e-01	2.35e-01	-6.3629	4.20e-02
6457_at	9.32e-01	8.16e-01	2.35e-01	-6.36293	3.54e-02
101926948_at	9.32e-01	8.16e-01	2.35e-01	-6.36293	3.70e-02
374659_at	9.32e-01	8.16e-01	2.35e-01	-6.36294	5.99e-02
5450_at	9.32e-01	8.16e-01	2.35e-01	-6.36294	7.62e-02
150992_at	9.32e-01	8.16e-01	-2.34e-01	-6.36298	-3.99e-02
4636_at	9.32e-01	8.16e-01	-2.34e-01	-6.363	-7.19e-02
7504_at	9.32e-01	8.16e-01	2.34e-01	-6.36303	4.59e-02
26047_at	9.32e-01	8.16e-01	2.34e-01	-6.36304	5.23e-02
54891_at	9.32e-01	8.16e-01	2.34e-01	-6.36305	6.01e-02
28582_at	9.32e-01	8.16e-01	-2.34e-01	-6.36307	-5.60e-02
1258_at	9.32e-01	8.16e-01	2.34e-01	-6.36307	4.35e-02
9865_at	9.32e-01	8.17e-01	2.34e-01	-6.36313	5.69e-02
116064_at	9.32e-01	8.17e-01	-2.34e-01	-6.36315	-5.45e-02
391004_at	9.32e-01	8.17e-01	-2.34e-01	-6.36316	-4.41e-02
260341_at	9.32e-01	8.17e-01	-2.34e-01	-6.36318	-5.31e-02
8639_at	9.32e-01	8.17e-01	-2.33e-01	-6.36321	-6.88e-02
54997_at	9.32e-01	8.17e-01	-2.33e-01	-6.36323	-7.13e-02
55693_at	9.32e-01	8.17e-01	2.33e-01	-6.36324	6.50e-02
283194_at	9.32e-01	8.17e-01	2.33e-01	-6.36324	4.80e-02
9500_at	9.32e-01	8.17e-01	-2.33e-01	-6.36324	-3.53e-02
2707_at	9.32e-01	8.17e-01	2.33e-01	-6.36325	4.37e-02
102724555_at	9.32e-01	8.17e-01	-2.33e-01	-6.36326	-7.61e-02
101928277_at	9.32e-01	8.17e-01	2.33e-01	-6.36333	3.77e-02
387895_at	9.32e-01	8.17e-01	2.33e-01	-6.36335	6.53e-02
90075_at	9.32e-01	8.17e-01	2.33e-01	-6.36338	5.10e-02
100505817_at	9.32e-01	8.18e-01	2.33e-01	-6.36338	3.92e-02
199899_at	9.32e-01	8.18e-01	-2.33e-01	-6.36338	-5.46e-02
58505_at	9.32e-01	8.18e-01	-2.33e-01	-6.36342	-4.94e-02
125931_at	9.32e-01	8.18e-01	2.33e-01	-6.36343	5.12e-02
100507477_at	9.32e-01	8.18e-01	2.33e-01	-6.36343	3.30e-02
54566_at	9.32e-01	8.18e-01	2.33e-01	-6.36343	4.62e-02
3110_at	9.32e-01	8.18e-01	2.33e-01	-6.36344	4.42e-02
201161_at	9.32e-01	8.18e-01	-2.32e-01	-6.36345	-9.23e-02
145957_at	9.32e-01	8.18e-01	2.32e-01	-6.36346	6.03e-02
195814_at	9.32e-01	8.18e-01	-2.32e-01	-6.36346	-4.69e-02
197257_at	9.33e-01	8.18e-01	-2.32e-01	-6.36349	-7.02e-02
3776_at	9.33e-01	8.18e-01	-2.32e-01	-6.36351	-3.58e-02
729082_at	9.33e-01	8.18e-01	2.32e-01	-6.36354	4.48e-02
26063_at	9.33e-01	8.18e-01	2.32e-01	-6.36357	5.63e-02
84264_at	9.33e-01	8.18e-01	2.32e-01	-6.36358	3.54e-02
10887_at	9.33e-01	8.18e-01	2.32e-01	-6.36358	6.81e-02
10886_at	9.33e-01	8.18e-01	-2.32e-01	-6.3636	-3.42e-02
26807_at	9.33e-01	8.18e-01	-2.32e-01	-6.36361	-6.76e-02
101927235_at	9.33e-01	8.18e-01	-2.32e-01	-6.36362	-4.86e-02
55743_at	9.33e-01	8.18e-01	-2.32e-01	-6.36363	-8.01e-02
100126333_at	9.33e-01	8.18e-01	2.32e-01	-6.36364	8.07e-02
100506907_at	9.33e-01	8.18e-01	-2.32e-01	-6.36364	-4.60e-02
100505841_at	9.33e-01	8.18e-01	2.32e-01	-6.36365	3.12e-02
2044_at	9.33e-01	8.18e-01	-2.32e-01	-6.36366	-3.66e-02
283162_at	9.33e-01	8.18e-01	2.32e-01	-6.36367	6.12e-02
102724111_at	9.33e-01	8.19e-01	-2.31e-01	-6.36368	-7.35e-02
390439_at	9.33e-01	8.19e-01	2.31e-01	-6.3637	5.80e-02
23070_at	9.33e-01	8.19e-01	2.31e-01	-6.3637	3.89e-02
317703_at	9.33e-01	8.19e-01	2.31e-01	-6.36371	5.61e-02
5432_at	9.33e-01	8.19e-01	2.31e-01	-6.36374	6.12e-02
101927551_at	9.33e-01	8.19e-01	2.31e-01	-6.36378	5.28e-02
50862_at	9.33e-01	8.19e-01	2.31e-01	-6.36379	5.17e-02
353332_at	9.33e-01	8.19e-01	-2.31e-01	-6.3638	-3.93e-02
1207_at	9.33e-01	8.19e-01	2.31e-01	-6.36381	4.25e-02
23551_at	9.33e-01	8.19e-01	-2.31e-01	-6.36384	-4.56e-02
9296_at	9.33e-01	8.19e-01	-2.31e-01	-6.36388	-4.20e-02
9217_at	9.33e-01	8.19e-01	2.31e-01	-6.36389	4.80e-02
148229_at	9.33e-01	8.19e-01	2.31e-01	-6.3639	4.44e-02
30812_at	9.33e-01	8.19e-01	2.30e-01	-6.36391	4.99e-02
9750_at	9.33e-01	8.19e-01	-2.30e-01	-6.36395	-5.44e-02
102723426_at	9.33e-01	8.19e-01	-2.30e-01	-6.36395	-4.64e-02
120526_at	9.33e-01	8.19e-01	-2.30e-01	-6.36396	-7.07e-02
282770_at	9.33e-01	8.20e-01	-2.30e-01	-6.36399	-4.82e-02
51352_at	9.33e-01	8.20e-01	2.30e-01	-6.36404	8.39e-02
100996760_at	9.33e-01	8.20e-01	2.30e-01	-6.36404	7.94e-02
643332_at	9.33e-01	8.20e-01	-2.30e-01	-6.36406	-8.75e-02
3235_at	9.33e-01	8.20e-01	-2.30e-01	-6.36406	-5.64e-02
221079_at	9.33e-01	8.20e-01	-2.30e-01	-6.36408	-5.74e-02
285598_at	9.33e-01	8.20e-01	-2.30e-01	-6.36408	-6.36e-02
4889_at	9.33e-01	8.20e-01	2.30e-01	-6.36409	7.89e-02
353088_at	9.33e-01	8.20e-01	2.30e-01	-6.36409	9.46e-02
2596_at	9.33e-01	8.20e-01	2.30e-01	-6.36411	3.94e-02
102724934_at	9.33e-01	8.20e-01	2.30e-01	-6.36412	9.24e-02
26127_at	9.33e-01	8.20e-01	-2.29e-01	-6.36414	-6.17e-02
102723879_at	9.33e-01	8.20e-01	2.29e-01	-6.36415	2.84e-02
23215_at	9.33e-01	8.20e-01	-2.29e-01	-6.36416	-3.34e-02
56681_at	9.33e-01	8.20e-01	-2.29e-01	-6.3642	-3.32e-02
51651_at	9.33e-01	8.20e-01	-2.29e-01	-6.3642	-7.72e-02
441457_at	9.33e-01	8.20e-01	2.29e-01	-6.36421	5.92e-02
79023_at	9.33e-01	8.20e-01	-2.29e-01	-6.36424	-7.28e-02
55036_at	9.33e-01	8.20e-01	-2.29e-01	-6.36427	-3.40e-02
9520_at	9.33e-01	8.21e-01	-2.29e-01	-6.36429	-4.55e-02
406934_at	9.33e-01	8.21e-01	2.29e-01	-6.36429	3.61e-02
101929701_at	9.33e-01	8.21e-01	2.29e-01	-6.36432	5.37e-02
57232_at	9.33e-01	8.21e-01	-2.29e-01	-6.36432	-5.25e-02
4678_at	9.33e-01	8.21e-01	2.29e-01	-6.36433	4.76e-02
399716_at	9.34e-01	8.21e-01	-2.29e-01	-6.36436	-4.56e-02
347404_at	9.34e-01	8.21e-01	2.28e-01	-6.3644	3.81e-02
60672_at	9.34e-01	8.21e-01	-2.28e-01	-6.36447	-5.87e-02
286102_at	9.34e-01	8.21e-01	2.28e-01	-6.36447	5.96e-02
101927734_at	9.34e-01	8.21e-01	-2.28e-01	-6.3645	-5.30e-02
64921_at	9.34e-01	8.21e-01	2.28e-01	-6.36451	5.25e-02
58530_at	9.34e-01	8.21e-01	2.28e-01	-6.36452	4.65e-02
442897_at	9.34e-01	8.21e-01	2.28e-01	-6.36454	4.29e-02
6579_at	9.34e-01	8.22e-01	2.27e-01	-6.3646	6.48e-02
139741_at	9.34e-01	8.22e-01	2.27e-01	-6.36462	3.96e-02
158376_at	9.34e-01	8.22e-01	2.27e-01	-6.36463	6.73e-02
101928652_at	9.34e-01	8.22e-01	2.27e-01	-6.36467	5.41e-02
442361_at	9.34e-01	8.22e-01	2.27e-01	-6.36467	7.64e-02
399829_at	9.34e-01	8.22e-01	2.27e-01	-6.36467	3.83e-02
23209_at	9.34e-01	8.22e-01	2.27e-01	-6.36469	4.46e-02
338376_at	9.34e-01	8.22e-01	-2.27e-01	-6.3647	-3.26e-02
100422966_at	9.34e-01	8.22e-01	2.27e-01	-6.36473	4.82e-02
574495_at	9.34e-01	8.22e-01	2.27e-01	-6.36475	4.84e-02
337959_at	9.35e-01	8.22e-01	-2.27e-01	-6.36482	-3.59e-02
10762_at	9.35e-01	8.22e-01	2.26e-01	-6.36483	4.38e-02
51230_at	9.35e-01	8.22e-01	2.26e-01	-6.36486	5.82e-02
55240_at	9.35e-01	8.23e-01	-2.26e-01	-6.36488	-5.28e-02
10160_at	9.35e-01	8.23e-01	2.26e-01	-6.36491	4.24e-02
28620_at	9.35e-01	8.23e-01	-2.26e-01	-6.36492	-3.78e-02
8634_at	9.35e-01	8.23e-01	-2.26e-01	-6.36492	-4.73e-02
401103_at	9.35e-01	8.23e-01	2.26e-01	-6.36493	3.81e-02
100996590_at	9.35e-01	8.23e-01	2.26e-01	-6.36495	3.62e-02
102723456_at	9.35e-01	8.23e-01	-2.26e-01	-6.365	-7.65e-02
54661_at	9.35e-01	8.23e-01	-2.26e-01	-6.36502	-7.75e-02
55071_at	9.35e-01	8.23e-01	2.26e-01	-6.36503	3.75e-02
80143_at	9.35e-01	8.23e-01	-2.26e-01	-6.36504	-5.36e-02
102723578_at	9.35e-01	8.23e-01	-2.25e-01	-6.36508	-5.48e-02
101927172_at	9.35e-01	8.23e-01	2.25e-01	-6.36509	4.11e-02
24146_at	9.35e-01	8.23e-01	-2.25e-01	-6.3651	-5.03e-02
1880_at	9.35e-01	8.23e-01	2.25e-01	-6.36511	9.96e-02
374387_at	9.35e-01	8.23e-01	2.25e-01	-6.36514	6.48e-02
161502_at	9.35e-01	8.24e-01	2.25e-01	-6.3652	4.70e-02
26233_at	9.35e-01	8.24e-01	2.25e-01	-6.3652	4.84e-02
8497_at	9.35e-01	8.24e-01	2.25e-01	-6.36522	5.61e-02
64927_at	9.35e-01	8.24e-01	-2.25e-01	-6.36522	-4.80e-02
3814_at	9.35e-01	8.24e-01	-2.25e-01	-6.36522	-6.31e-02
10811_at	9.35e-01	8.24e-01	-2.25e-01	-6.36524	-6.06e-02
30837_at	9.35e-01	8.24e-01	-2.24e-01	-6.36533	-7.94e-02
119437_at	9.35e-01	8.24e-01	2.24e-01	-6.36536	3.19e-02
554202_at	9.35e-01	8.24e-01	2.24e-01	-6.36537	6.13e-02
728409_at	9.35e-01	8.24e-01	-2.24e-01	-6.36537	-5.18e-02
440023_at	9.35e-01	8.24e-01	-2.24e-01	-6.36539	-4.64e-02
1995_at	9.35e-01	8.24e-01	-2.24e-01	-6.3654	-4.74e-02
643224_at	9.35e-01	8.24e-01	2.24e-01	-6.36541	1.30e-01
727910_at	9.35e-01	8.24e-01	2.24e-01	-6.36542	6.23e-02
8340_at	9.35e-01	8.24e-01	2.24e-01	-6.36543	6.48e-02
1081_at	9.35e-01	8.24e-01	2.24e-01	-6.36543	1.34e-01
26230_at	9.35e-01	8.24e-01	-2.24e-01	-6.36544	-4.28e-02
2101_at	9.35e-01	8.24e-01	-2.24e-01	-6.36545	-5.88e-02
440026_at	9.35e-01	8.25e-01	-2.24e-01	-6.36547	-5.71e-02
101927686_at	9.35e-01	8.25e-01	-2.24e-01	-6.36547	-3.41e-02
114770_at	9.35e-01	8.25e-01	2.24e-01	-6.36547	4.04e-02
64327_at	9.35e-01	8.25e-01	-2.24e-01	-6.36548	-4.04e-02
90161_at	9.35e-01	8.25e-01	-2.24e-01	-6.36549	-6.92e-02
2167_at	9.35e-01	8.25e-01	2.24e-01	-6.36549	7.12e-02
171177_at	9.35e-01	8.25e-01	2.24e-01	-6.3655	4.17e-02
100169890_at	9.35e-01	8.25e-01	-2.23e-01	-6.3655	-5.59e-02
10895_at	9.35e-01	8.25e-01	-2.23e-01	-6.36553	-4.02e-02
57705_at	9.36e-01	8.25e-01	2.23e-01	-6.36559	4.15e-02
283422_at	9.36e-01	8.25e-01	-2.23e-01	-6.3656	-6.73e-02
8351_at	9.36e-01	8.25e-01	-2.23e-01	-6.36561	-1.37e-01
1590_at	9.36e-01	8.25e-01	-2.23e-01	-6.36562	-5.30e-02
9595_at	9.36e-01	8.25e-01	2.23e-01	-6.36563	9.39e-02
54478_at	9.36e-01	8.25e-01	-2.23e-01	-6.36564	-5.31e-02
56140_at	9.36e-01	8.25e-01	-2.23e-01	-6.36568	-5.02e-02
151742_at	9.36e-01	8.25e-01	2.23e-01	-6.36571	6.75e-02
100302192_at	9.36e-01	8.26e-01	2.22e-01	-6.36575	3.54e-02
4705_at	9.36e-01	8.26e-01	2.22e-01	-6.36576	3.74e-02
100507050_at	9.36e-01	8.26e-01	2.22e-01	-6.36577	4.15e-02
100616283_at	9.36e-01	8.26e-01	-2.22e-01	-6.3658	-5.94e-02
101928040_at	9.36e-01	8.26e-01	2.22e-01	-6.36581	5.80e-02
3493_at	9.36e-01	8.26e-01	-2.22e-01	-6.36586	-1.98e-01
102723365_at	9.36e-01	8.26e-01	-2.22e-01	-6.36586	-7.37e-02
152137_at	9.36e-01	8.26e-01	-2.22e-01	-6.36586	-3.35e-02
4659_at	9.36e-01	8.26e-01	2.22e-01	-6.36586	3.88e-02
546_at	9.36e-01	8.26e-01	2.22e-01	-6.36587	3.60e-02
93380_at	9.36e-01	8.26e-01	2.22e-01	-6.36588	4.54e-02
64180_at	9.36e-01	8.26e-01	-2.22e-01	-6.36591	-3.73e-02
143244_at	9.36e-01	8.26e-01	2.21e-01	-6.36595	6.95e-02
102467147_at	9.36e-01	8.26e-01	-2.21e-01	-6.36598	-7.43e-02
102724772_at	9.36e-01	8.26e-01	2.21e-01	-6.36602	3.38e-02
401067_at	9.36e-01	8.27e-01	-2.21e-01	-6.36604	-3.88e-02
1068_at	9.36e-01	8.27e-01	-2.21e-01	-6.36605	-4.09e-02
7114_at	9.36e-01	8.27e-01	-2.21e-01	-6.36606	-2.78e-02
27132_at	9.37e-01	8.27e-01	2.21e-01	-6.36609	3.64e-02
115704_at	9.37e-01	8.27e-01	2.21e-01	-6.36612	5.23e-02
79782_at	9.37e-01	8.27e-01	-2.21e-01	-6.36613	-4.89e-02
10492_at	9.37e-01	8.27e-01	2.21e-01	-6.36614	2.43e-02
23580_at	9.37e-01	8.27e-01	-2.21e-01	-6.36616	-6.00e-02
55164_at	9.37e-01	8.27e-01	-2.21e-01	-6.36616	-4.92e-02
51188_at	9.37e-01	8.27e-01	2.21e-01	-6.36616	4.08e-02
100131213_at	9.37e-01	8.27e-01	-2.20e-01	-6.36618	-4.67e-02
6422_at	9.37e-01	8.27e-01	-2.20e-01	-6.3662	-7.80e-02
731223_at	9.37e-01	8.27e-01	-2.20e-01	-6.36622	-8.83e-02
90673_at	9.37e-01	8.27e-01	-2.20e-01	-6.36625	-4.32e-02
339822_at	9.37e-01	8.27e-01	-2.20e-01	-6.36627	-3.73e-02
51087_at	9.37e-01	8.27e-01	2.20e-01	-6.36628	5.27e-02
11076_at	9.37e-01	8.27e-01	-2.20e-01	-6.36628	-6.10e-02
729966_at	9.37e-01	8.27e-01	2.20e-01	-6.3663	4.67e-02
5019_at	9.37e-01	8.27e-01	2.20e-01	-6.36631	6.91e-02
148189_at	9.37e-01	8.27e-01	2.20e-01	-6.36632	6.15e-02
102467223_at	9.37e-01	8.27e-01	-2.20e-01	-6.36632	-5.38e-02
284933_at	9.37e-01	8.28e-01	2.20e-01	-6.36633	4.49e-02
100996251_at	9.37e-01	8.28e-01	-2.20e-01	-6.36634	-4.45e-02
57546_at	9.37e-01	8.28e-01	-2.20e-01	-6.36634	-6.19e-02
219482_at	9.37e-01	8.28e-01	2.20e-01	-6.36636	4.15e-02
444882_at	9.37e-01	8.28e-01	-2.20e-01	-6.36637	-4.83e-02
91074_at	9.37e-01	8.28e-01	-2.20e-01	-6.36637	-5.13e-02
101928160_at	9.37e-01	8.28e-01	-2.20e-01	-6.36638	-1.09e-01
101928036_at	9.37e-01	8.28e-01	-2.19e-01	-6.36639	-3.16e-02
280655_at	9.37e-01	8.28e-01	2.19e-01	-6.3664	8.03e-02
23456_at	9.37e-01	8.28e-01	-2.19e-01	-6.36643	-5.39e-02
27299_at	9.37e-01	8.28e-01	2.19e-01	-6.36643	3.82e-02
286122_at	9.37e-01	8.28e-01	-2.19e-01	-6.36643	-5.87e-02
8841_at	9.37e-01	8.28e-01	-2.19e-01	-6.36646	-5.92e-02
79091_at	9.37e-01	8.28e-01	2.19e-01	-6.36646	6.40e-02
101929765_at	9.37e-01	8.28e-01	-2.19e-01	-6.36646	-5.03e-02
55171_at	9.37e-01	8.28e-01	-2.19e-01	-6.36648	-4.68e-02
85462_at	9.37e-01	8.28e-01	-2.19e-01	-6.3665	-4.60e-02
54904_at	9.37e-01	8.28e-01	-2.19e-01	-6.36651	-3.90e-02
100288122_at	9.37e-01	8.28e-01	-2.19e-01	-6.36658	-4.49e-02
51270_at	9.37e-01	8.29e-01	-2.18e-01	-6.36663	-4.02e-02
101927112_at	9.37e-01	8.29e-01	-2.18e-01	-6.36664	-3.63e-02
80209_at	9.37e-01	8.29e-01	-2.18e-01	-6.36667	-4.88e-02
100507475_at	9.37e-01	8.29e-01	-2.18e-01	-6.3667	-9.56e-02
6733_at	9.37e-01	8.29e-01	2.18e-01	-6.3667	4.01e-02
4116_at	9.37e-01	8.29e-01	2.18e-01	-6.3667	6.96e-02
101929607_at	9.37e-01	8.29e-01	2.18e-01	-6.36672	5.73e-02
100500869_at	9.37e-01	8.29e-01	-2.18e-01	-6.36673	-3.21e-02
152641_at	9.37e-01	8.29e-01	2.18e-01	-6.36673	3.76e-02
122481_at	9.37e-01	8.29e-01	-2.18e-01	-6.36676	-4.11e-02
28908_at	9.37e-01	8.29e-01	2.18e-01	-6.36677	1.30e-01
80262_at	9.37e-01	8.29e-01	-2.18e-01	-6.36678	-7.27e-02
101927865_at	9.37e-01	8.29e-01	-2.18e-01	-6.36678	-9.08e-02
91355_at	9.37e-01	8.29e-01	2.17e-01	-6.36683	5.07e-02
23213_at	9.37e-01	8.29e-01	2.17e-01	-6.36684	9.32e-02
23080_at	9.37e-01	8.29e-01	-2.17e-01	-6.36685	-4.44e-02
128817_at	9.37e-01	8.29e-01	-2.17e-01	-6.36685	-3.29e-02
100313838_at	9.37e-01	8.30e-01	2.17e-01	-6.36689	3.74e-02
27156_at	9.37e-01	8.30e-01	2.17e-01	-6.3669	6.41e-02
4952_at	9.37e-01	8.30e-01	-2.17e-01	-6.36691	-3.98e-02
401207_at	9.37e-01	8.30e-01	-2.17e-01	-6.36691	-6.43e-02
6158_at	9.38e-01	8.30e-01	-2.17e-01	-6.36694	-4.17e-02
284835_at	9.38e-01	8.30e-01	-2.17e-01	-6.36698	-5.90e-02
9210_at	9.38e-01	8.30e-01	2.17e-01	-6.36699	3.50e-02
79663_at	9.38e-01	8.30e-01	-2.17e-01	-6.36699	-5.87e-02
9472_at	9.38e-01	8.30e-01	-2.17e-01	-6.36699	-5.49e-02
29028_at	9.38e-01	8.30e-01	2.17e-01	-6.367	7.46e-02
116328_at	9.38e-01	8.30e-01	-2.17e-01	-6.36702	-3.43e-02
100500901_at	9.38e-01	8.30e-01	2.16e-01	-6.36705	7.27e-02
28638_at	9.38e-01	8.30e-01	-2.16e-01	-6.36706	-1.53e-01
100616244_at	9.38e-01	8.30e-01	-2.16e-01	-6.36708	-3.39e-02
286207_at	9.38e-01	8.30e-01	2.16e-01	-6.36713	5.00e-02
8927_at	9.38e-01	8.30e-01	-2.16e-01	-6.36713	-4.51e-02
101927712_at	9.38e-01	8.30e-01	-2.16e-01	-6.36713	-5.00e-02
222068_at	9.38e-01	8.30e-01	-2.16e-01	-6.36714	-4.31e-02
56900_at	9.38e-01	8.30e-01	-2.16e-01	-6.36714	-6.52e-02
29057_at	9.38e-01	8.30e-01	2.16e-01	-6.36714	8.91e-02
255082_at	9.38e-01	8.30e-01	-2.16e-01	-6.36715	-6.43e-02
9401_at	9.38e-01	8.30e-01	2.16e-01	-6.36716	4.45e-02
158038_at	9.38e-01	8.30e-01	-2.16e-01	-6.36717	-5.53e-02
1013_at	9.38e-01	8.31e-01	-2.16e-01	-6.3672	-4.25e-02
64598_at	9.38e-01	8.31e-01	2.16e-01	-6.36721	5.32e-02
373156_at	9.38e-01	8.31e-01	2.16e-01	-6.36722	4.13e-02
254428_at	9.38e-01	8.31e-01	2.16e-01	-6.36724	3.88e-02
57616_at	9.38e-01	8.31e-01	2.16e-01	-6.36725	5.71e-02
84133_at	9.38e-01	8.31e-01	2.15e-01	-6.36729	9.47e-02
284029_at	9.38e-01	8.31e-01	-2.15e-01	-6.36729	-4.45e-02
10436_at	9.38e-01	8.31e-01	-2.15e-01	-6.36738	-5.79e-02
5251_at	9.38e-01	8.31e-01	2.15e-01	-6.36739	4.05e-02
79885_at	9.38e-01	8.31e-01	2.15e-01	-6.36741	6.66e-02
4619_at	9.38e-01	8.31e-01	2.15e-01	-6.36742	6.26e-02
28666_at	9.38e-01	8.31e-01	2.15e-01	-6.36744	4.79e-02
5522_at	9.38e-01	8.32e-01	2.15e-01	-6.36746	3.45e-02
56957_at	9.38e-01	8.32e-01	2.14e-01	-6.36748	5.69e-02
100616296_at	9.38e-01	8.32e-01	2.14e-01	-6.36749	3.70e-02
115426_at	9.38e-01	8.32e-01	2.14e-01	-6.36752	4.99e-02
84661_at	9.38e-01	8.32e-01	-2.14e-01	-6.36752	-3.71e-02
220980_at	9.38e-01	8.32e-01	-2.14e-01	-6.36755	-5.01e-02
339788_at	9.39e-01	8.32e-01	-2.14e-01	-6.36757	-6.11e-02
11215_at	9.39e-01	8.32e-01	-2.14e-01	-6.36759	-3.86e-02
392288_at	9.39e-01	8.32e-01	2.14e-01	-6.3676	3.91e-02
85457_at	9.39e-01	8.32e-01	2.14e-01	-6.36761	5.11e-02
83549_at	9.39e-01	8.32e-01	2.14e-01	-6.36762	5.58e-02
101928882_at	9.39e-01	8.32e-01	-2.14e-01	-6.36765	-3.48e-02
4016_at	9.39e-01	8.32e-01	2.14e-01	-6.36766	6.88e-02
100505797_at	9.39e-01	8.32e-01	-2.14e-01	-6.36766	-6.27e-02
693144_at	9.39e-01	8.32e-01	2.13e-01	-6.36771	2.77e-02
84081_at	9.39e-01	8.33e-01	-2.13e-01	-6.36778	-3.95e-02
101930476_at	9.39e-01	8.33e-01	2.13e-01	-6.36778	6.89e-02
645644_at	9.39e-01	8.33e-01	2.13e-01	-6.36784	1.07e-01
101928924_at	9.39e-01	8.33e-01	2.13e-01	-6.36787	3.22e-02
619555_at	9.39e-01	8.33e-01	2.13e-01	-6.36788	4.11e-02
1327_at	9.39e-01	8.33e-01	-2.13e-01	-6.36789	-2.67e-02
284576_at	9.39e-01	8.33e-01	-2.13e-01	-6.3679	-3.29e-02
148198_at	9.39e-01	8.33e-01	2.12e-01	-6.36791	6.06e-02
102723894_at	9.39e-01	8.33e-01	2.12e-01	-6.36792	5.03e-02
101927711_at	9.39e-01	8.33e-01	-2.12e-01	-6.36792	-3.50e-02
101929397_at	9.39e-01	8.33e-01	-2.12e-01	-6.36792	-3.88e-02
81034_at	9.39e-01	8.33e-01	2.12e-01	-6.36795	5.28e-02
100507012_at	9.39e-01	8.33e-01	-2.12e-01	-6.36795	-3.99e-02
646243_at	9.39e-01	8.33e-01	-2.12e-01	-6.36796	-6.18e-02
101927418_at	9.39e-01	8.33e-01	2.12e-01	-6.36796	5.27e-02
3434_at	9.39e-01	8.33e-01	2.12e-01	-6.36798	4.44e-02
2686_at	9.39e-01	8.33e-01	-2.12e-01	-6.36799	-6.82e-02
29949_at	9.39e-01	8.33e-01	-2.12e-01	-6.368	-3.28e-02
374986_at	9.39e-01	8.34e-01	-2.12e-01	-6.36801	-3.79e-02
10598_at	9.39e-01	8.34e-01	-2.12e-01	-6.36802	-5.53e-02
7342_at	9.39e-01	8.34e-01	-2.12e-01	-6.36804	-3.22e-02
